INCIDENT_NUMBER,UCR_CATEGORY,TYPE_OF_FIREARM,FIREARM_MANUFACTURER,FIREARM_MODEL,FIREARM_CALIBER,RECOVERY_DATE,RECOVERY_BLOCK_ADDRESS,CITY,state,RECOVERY_ZIPCODE,PERSON_RECOVERED_FROM_RACE,PERSON_RECOVERED_FROM_SEX,PERSON_RECOVERED_FROM_AGE,year,ObjectId
80-16-028210,NARCOTICS EQUIP,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,               ,9MM  ,4/4/2016,S 6TH ST / IOWA AVE                                         ,LOUISVILLE          ,KY,40208,WHITE,F,36,2016,2998
80-16-029942,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",KIMBER                                                 ,TACTICAL SERIES,45C  ,4/10/2016,S 26TH ST / GRAND AVE                                       ,LOUISVILLE          ,KY,40210,BLACK,F,28,2016,2999
80-16-026418,STOLEN PROPERTY,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,               ,3220,3/29/2016,1500 BLOCK CASTLEWOOD AVE                                   ,LOUISVILLE          ,KY,40204,BLACK,F,19,2016,3000
80-16-027798,WPNS LAW VIOLATION,"SHOTGUN, PUMP ACTION                                   ",O. F. MOSSBERG & SONS                                  ,               ,410G ,4/3/2016,2700 BLOCK CEDAR ST                                         ,LOUISVILLE          ,KY,40212,BLACK,M,47,2016,3001
80-16-026418,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,               ,40C  ,3/29/2016,1500 BLOCK CASTLEWOOD AVE                                   ,LOUISVILLE          ,KY,40204,BLACK,F,19,2016,3002
80-16-024946,NARCOTICS,"PISTOL, DERRINGER                                      ",FIE                                                    ,               ,38C  ,3/24/2016,8200 BLOCK LAUREL GROVE CT                                  ,LOUISVILLE          ,KY,40228,BLACK,M,18,2016,3003
80-16-024581,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",GLOCK GMBH                                             ,MODEL 23/23C (4,40C  ,3/23/2016,1200 BLOCK ALGONQUIN PKY                                    ,LOUISVILLE          ,KY,40208,BLACK,M,27,2016,3004
80-16-024388,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",RUGER                                                  ,               ,9MM  ,3/23/2016,2300 BLOCK GRAND AVE                                        ,LOUISVILLE          ,KY,40210,BLACK,M,34,2016,3005
80-16-024468,AGGRAVATED ASSAULT,"PISTOL, REVOLVER                                       ",RG INDUSTRIES                                          ,               ,32C  ,3/23/2016,3900 BLOCK W BROADWAY                                       ,LOUISVILLE          ,KY,40211,BLACK,M,13,2016,3006
80-16-024487,AGGRAVATED ASSAULT,NULL,                                                       ,               ,     ,3/23/2016,MAGAZINE ST / SOUTH 10TH ST                                 ,LOUISVILLE          ,KY,40203,NULL,NULL,NULL,2016,3007
80-16-024487,AGGRAVATED ASSAULT,NULL,HIPOINT                                                ,               ,     ,3/23/2016,MAGAZINE ST / SOUTH 10TH ST                                 ,LOUISVILLE          ,KY,40203,NULL,NULL,NULL,2016,3008
80-16-024572,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,C9             ,9MM  ,3/23/2016,S 26TH ST / W CHESTNUT ST                                   ,LOUISVILLE          ,KY,40211,BLACK,M,26,2016,3009
80-16-024139,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,40C  ,3/22/2016,2200 BLOCK HEATHER LN                                       ,LOUISVILLE          ,KY,40218,WHITE,M,24,2016,3010
80-16-023978,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",GLOCK GMBH                                             ,MODEL 23/23C (4,40C  ,3/22/2016,DE MEL AVE / GAGEL AVE                                      ,LOUISVILLE          ,KY,40216,WHITE,M,19,2016,3011
80-16-024103,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,PISTOLS: SW99  ,9MM  ,3/22/2016,W BROADWAY / CECIL AVE                                      ,LOUISVILLE          ,KY,40211,BLACK,M,25,2016,3012
80-16-023924,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",UNKNOWN MANUFACTURER                                   ,               ,38C  ,3/21/2016,300 BLOCK GLENDORA AVE                                      ,LOUISVILLE          ,KY,40212,BLACK,M,18,2016,3013
80-16-023924,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",UNKNOWN MANUFACTURER                                   ,               ,38C  ,3/21/2016,300 BLOCK GLENDORA AVE                                      ,LOUISVILLE          ,KY,40212,BLACK,M,18,2016,3014
80-16-022358,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,40C  ,3/16/2016,2500 BLOCK PENNACOOK RD                                     ,LOUISVILLE          ,KY,40214,BLACK,M,25,2016,3015
80-16-023455,FAMILY OFFENSES,NULL,"SPRINGFIELD ARMORY,GENESEO,IL                          ",               ,     ,3/21/2016,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40219,BLACK,M,29,2016,3016
80-16-023800,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 17/17C (9,9MM  ,3/21/2016,7TH STREET RD / PHYLLIS AVE                                 ,SHIVELY             ,KY,40215,BLACK,M,19,2016,3017
80-16-023800,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 17/17C (9,9MM  ,3/21/2016,7TH STREET RD / PHYLLIS AVE                                 ,SHIVELY             ,KY,40215,BLACK,M,19,2016,3018
80-16-029942,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",KIMBER                                                 ,TACTICAL SERIES,45C  ,4/10/2016,S 26TH ST / GRAND AVE                                       ,LOUISVILLE          ,KY,40210,BLACK,F,28,2016,3019
80-16-023742,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,               ,40C  ,3/21/2016,BERRY BLVD / WHEELER AVE                                    ,LOUISVILLE          ,KY,40215,BLACK,M,23,2016,3020
80-16-026353,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,               ,9MM  ,3/29/2016,2000 BLOCK S PRESTON ST                                     ,LOUISVILLE          ,KY,40217,BLACK,M,17,2016,3021
80-16-027924,WPNS LAW VIOLATION,NULL,"GLOCK, INC.                                            ",MODEL 21/21C (4,     ,4/3/2016,DIXIE HWY / PENDLETON RD                                    ,LOUISVILLE          ,KY,40272,BLACK,M,21,2016,3022
80-16-023906,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,CF-380         ,380C ,3/21/2016,DEERING RD / VALLEY STATION RD                              ,LOUISVILLE          ,KY,40272,BLACK,M,26,2016,3023
80-16-023445,ACCIDENTAL SHOOTING,NULL,SMITH & WESSON                                         ,               ,     ,3/20/2016,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40214,NULL,NULL,NULL,2016,3024
80-16-023597,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,               ,40C  ,3/20/2016,DEERING RD / VALLEY STATION RD                              ,LOUISVILLE          ,KY,40272,BLACK,M,21,2016,3025
80-16-023180,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",JENNINGS FIREARMS                                      ,48,380C ,3/19/2016,4000 BLOCK DOVER CT                                         ,LOUISVILLE          ,KY,40216,BLACK,F,16,2016,3026
80-16-023180,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",JENNINGS FIREARMS                                      ,48,380C ,3/19/2016,4000 BLOCK DOVER CT                                         ,LOUISVILLE          ,KY,40216,BLACK,F,16,2016,3027
80-16-023338,SIMPLE ASSAULT,"PISTOL, REVOLVER                                       ",TAURUS INTERNATIONAL                                   ,               ,357C ,3/19/2016,4800 BLOCK BEECH DR                                         ,LOUISVILLE          ,KY,40216,WHITE,M,46,2016,3028
80-16-023188,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",GLOCK GMBH                                             ,MODEL 21/21C (4,45C  ,3/19/2016,ACTION AVE / BARDSTOWN RD                                   ,LOUISVILLE          ,KY,40218,BLACK,M,19,2016,3029
80-16-023181,AGGRAVATED ASSAULT,NULL,"SPRINGFIELD ARMORY,GENESEO,IL                          ",XD             ,     ,3/18/2016,3200 BLOCK HERMAN ST                                        ,LOUISVILLE          ,KY,40212,BLACK,M,25,2016,3030
80-16-022889,ROBBERY,NULL,                                                       ,               ,     ,3/18/2016,3400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE          ,KY,40215,NULL,NULL,NULL,2016,3031
80-16-022889,ROBBERY,NULL,                                                       ,               ,     ,3/18/2016,3400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE          ,KY,40215,NULL,NULL,NULL,2016,3032
80-16-022889,ROBBERY,NULL,                                                       ,               ,     ,3/18/2016,3400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE          ,KY,40215,NULL,NULL,NULL,2016,3033
80-16-022889,ROBBERY,NULL,                                                       ,C 11           ,     ,3/18/2016,3400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE          ,KY,40215,NULL,NULL,NULL,2016,3034
80-16-022889,ROBBERY,NULL,                                                       ,C 11           ,     ,3/18/2016,3400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE          ,KY,40215,NULL,NULL,NULL,2016,3035
80-16-022889,ROBBERY,NULL,                                                       ,C 11           ,     ,3/18/2016,3400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE          ,KY,40215,NULL,NULL,NULL,2016,3036
80-16-022889,ROBBERY,NULL,                                                       ,               ,     ,3/18/2016,3400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE          ,KY,40215,NULL,NULL,NULL,2016,3037
80-16-022889,ROBBERY,NULL,                                                       ,               ,     ,3/18/2016,3400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE          ,KY,40215,NULL,NULL,NULL,2016,3038
80-16-022889,ROBBERY,NULL,                                                       ,               ,     ,3/18/2016,3400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE          ,KY,40215,NULL,NULL,NULL,2016,3039
80-16-022889,ROBBERY,NULL,                                                       ,C 11           ,     ,3/18/2016,3400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE          ,KY,40215,NULL,NULL,NULL,2016,3040
80-16-022889,ROBBERY,NULL,                                                       ,C 11           ,     ,3/18/2016,3400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE          ,KY,40215,NULL,NULL,NULL,2016,3041
80-16-022889,ROBBERY,NULL,                                                       ,C 11           ,     ,3/18/2016,3400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE          ,KY,40215,NULL,NULL,NULL,2016,3042
80-16-022418,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,9MM  ,3/18/2016,5500 BLOCK ALICANTE LN                                      ,LOUISVILLE          ,KY,40272,NULL,NULL,NULL,2016,3043
80-16-022418,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,9MM  ,3/18/2016,5500 BLOCK ALICANTE LN                                      ,LOUISVILLE          ,KY,40272,NULL,NULL,NULL,2016,3044
80-16-022894,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TITAN MFG. CORP.                                       ,               ,257C ,3/18/2016,5500 BLOCK VALLEY STATION RD                                ,LOUISVILLE          ,KY,40272,WHITE,M,23,2016,3045
80-16-022590,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",DAVIS INDUSTRIES                                       ,P-380          ,380C ,3/17/2016,500 BLOCK FOREST PARK RD                                    ,LOUISVILLE          ,KY,40223,BLACK,M,22,2016,3046
80-16-022418,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",LORCIN ENGINEER                                        ,               ,380C ,3/17/2016,5500 BLOCK ALICANTE LN                                      ,LOUISVILLE          ,KY,40272,WHITE,M,15,2016,3047
80-16-022418,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",LORCIN ENGINEER                                        ,               ,380C ,3/17/2016,5500 BLOCK ALICANTE LN                                      ,LOUISVILLE          ,KY,40272,WHITE,M,15,2016,3048
80-16-027479,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,C9             ,9MM  ,4/2/2016,1000 BLOCK BARDSTOWN RD                                     ,LOUISVILLE          ,KY,40204,WHITE,M,29,2016,3049
80-16-027479,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,M&P 40         ,40C  ,4/2/2016,1000 BLOCK BARDSTOWN RD                                     ,LOUISVILLE          ,KY,40204,WHITE,M,29,2016,3050
