rfr_id,INCIDENT_NUMBER,UCR_CATEGORY
10201,80-14-073530,Wpns Law Violation
10202,80-11-099467,Aggravated Assault
10203,80-11-099467,Aggravated Assault
10204,80-13-077671,Robbery
10205,80-16-092713,Wpns Law Violation
10206,80-16-015980,Wpns Law Violation
10207,80-12-081096,Stolen Property
10208,80-12-081096,Stolen Property
10209,80-12-081096,Stolen Property
10210,80-12-065212,Wpns Law Violation
10211,80-11-003679,Narcotics
10212,80-11-016134,Wpns Law Violation
10213,80-13-036140,Aggravated Assault
10214,80-13-036140,Aggravated Assault
10215,80-16-028476,Stolen Property
10216,80-13-038432,Burglary
10217,80-14-044482,Aggravated Assault
10218,80-14-044482,Aggravated Assault
10219,80-10-009875,Wpns Law Violation
10220,80-12-075564,Wpns Law Violation
10221,80-16-035662,Counterfeiting
10222,80-10-075058,Theft Other
10223,80-10-075058,Theft Other
10224,80-13-088210,Wpns Law Violation
10225,80-13-088210,Wpns Law Violation
10226,80-15-065643,Wpns Law Violation
10227,80-12-098120,Wpns Law Violation
10228,80-11-014253,Narcotics
10229,80-11-014253,Narcotics
10230,80-11-014253,Narcotics
10231,80-11-014253,Narcotics
10232,80-12-068583,Wpns Law Violation
10233,80-13-039833,Wpns Law Violation
10234,80-12-096607,Narcotics
10235,80-13-028305,Narcotics
10236,80-11-082261,Aggravated Assault
10237,80-12-084236,Aggravated Assault
10238,80-13-005460,Stolen Property
10239,80-13-090162,Aggravated Assault
10240,80-16-039321,Aggravated Assault
10241,80-15-057625,Wpns Law Violation
10242,80-11-084277,Wpns Law Violation
10243,80-10-054183,Aggravated Assault
10244,80-11-075887,Aggravated Assault
10245,80-10-029000,Robbery
10246,80-16-111287,Liquor Law Viol
10247,80-11-080376,Wpns Law Violation
10248,80-15-098113,Wpns Law Violation
10249,80-08-047627,Aggravated Assault
10250,80-10-083785,Wpns Law Violation
10251,80-10-083785,Wpns Law Violation
10252,80-13-090046,Stolen Property
10253,80-15-095576,Wpns Law Violation
10254,80-16-035638,Wpns Law Violation
10255,80-16-091185,Wpns Law Violation
10256,80-14-022365,Wpns Law Violation
10257,80-16-038931,Forcible Rape
10258,80-17-003780,Wpns Law Violation
10259,80-12-058746,Narcotics
10260,80-12-058746,Narcotics
10261,80-16-035812,Narcotics
10262,80-12-065172,Narcotics
10263,80-16-059153,Narcotics
10264,80-17-005161,Narcotics
10265,80-17-005161,Narcotics
10266,80-17-005161,Narcotics
10267,80-12-006216,Stolen Property
10268,80-13-044175,Wpns Law Violation
10269,80-15-094054,Wpns Law Violation
10270,80-13-022961,Wpns Law Violation
10271,80-13-033236,Narcotics
10272,80-16-097351,Wpns Law Violation
10273,80-16-097351,Wpns Law Violation
10274,80-16-102088,Narcotics
10275,80-16-102088,Narcotics
10276,80-16-016786,Narcotics
10277,80-16-016786,Narcotics
10278,80-16-016786,Narcotics
10279,80-13-051266,Narcotics
10280,80-13-051266,Narcotics
10281,80-13-051266,Narcotics
10282,80-13-051266,Narcotics
10283,80-16-063906,Wpns Law Violation
10284,80-15-102794,Wpns Law Violation
10285,80-14-042065,Wpns Law Violation
10286,80-13-089238,Aggravated Assault
10287,80-13-010929,Stolen Property
10288,80-16-055508,Wpns Law Violation
10289,80-17-004031,Narcotics
10290,80-17-004031,Narcotics
10291,80-17-004031,Narcotics
10292,80-16-024575,Narcotics
10293,80-16-039321,Aggravated Assault
10294,80-13-009265,Narcotics
10295,80-13-009265,Narcotics
10296,80-15-065953,Stolen Property
10297,80-15-048677,Aggravated Assault
10298,80-15-048677,Aggravated Assault
10299,80-10-029313,Wpns Law Violation
10300,80-12-078921,Wpns Law Violation
10301,80-13-039457,Intimidation
10302,80-15-055289,Robbery
10303,80-10-009069,Robbery
10304,80-17-009087,Stolen Property
10305,80-11-008744,Narcotics
10306,80-15-025308,Aggravated Assault
10307,80-13-061925,Wpns Law Violation
10308,80-13-093292,Wpns Law Violation
10309,80-16-095162,Stolen Property
10310,80-15-014398,Wpns Law Violation
10311,80-10-025860,Aggravated Assault
10312,80-10-025860,Aggravated Assault
10313,80-10-025860,Aggravated Assault
10314,80-10-029271,Wpns Law Violation
10315,80-13-012972,Aggravated Assault
10316,80-14-027600,Aggravated Assault
10317,80-13-099963,Robbery
10318,80-15-021832,Aggravated Assault
10319,80-12-057822,Robbery
10320,80-16-091958,Narcotics
10321,80-13-016102,Narcotics
10322,80-14-008985,Wpns Law Violation
10323,80-16-091958,Narcotics
10324,80-10-037074,Narcotics
10325,80-17-009059,Stolen Property
10326,80-17-009059,Stolen Property
10327,80-16-031161,Narcotics
10328,80-16-031161,Narcotics
10329,80-12-080771,Wpns Law Violation
10330,80-11-019212,Wpns Law Violation
10331,80-13-042790,Narcotics
10332,80-13-089238,Aggravated Assault
10333,80-11-002617,Narcotics
10334,80-15-005744,Narcotics
10335,80-11-090434,Narcotics
10336,80-10-020884,Narcotics
10337,80-10-020884,Narcotics
10338,80-10-020884,Narcotics
10339,80-10-098845,Wpns Law Violation
10340,80-15-003249,Stolen Property
10341,80-17-014412,Wpns Law Violation
10342,80-16-029983,Narcotics
10343,80-14-022149,Stolen Property
10344,80-14-022149,Stolen Property
10345,80-14-022149,Wpns Law Violation
10346,80-14-022149,Wpns Law Violation
10347,80-14-051223,Robbery
10348,80-13-097523,Aggravated Assault
10349,80-11-061242,Stolen Property
10350,80-10-041249,Wpns Law Violation
10351,80-11-000160,Simple Assault
10352,80-16-015061,Wpns Law Violation
10353,80-10-034907,Aggravated Assault
10354,80-14-025645,Wpns Law Violation
10355,80-14-025645,Wpns Law Violation
10356,80-14-021494,Wpns Law Violation
10357,80-11-037974,Narcotics
10358,80-12-055756,Stolen Property
10359,80-14-016007,Narcotics
10360,80-16-067899,Wpns Law Violation
10361,80-16-101956,Narcotics
10362,80-14-039392,Aggravated Assault
10363,80-16-022358,Narcotics
10364,80-16-022358,Narcotics
10365,80-16-022358,Narcotics
10366,80-13-016102,Narcotics
10367,80-10-054792,Wpns Law Violation
10368,80-09-094864,Robbery
10369,80-16-095747,Wpns Law Violation
10370,80-16-041943,Robbery
10371,80-10-003326,Wpns Law Violation
10372,80-17-001450,Robbery
10373,80-14-037604,Wpns Law Violation
10374,80-10-035420,Wpns Law Violation
10375,80-10-007059,Stolen Property
10376,80-10-009069,Robbery
10377,80-14-021529,Narcotics
10378,80-14-021529,Narcotics
10379,80-15-004359,Narcotics
10380,80-15-056942,Burglary
10381,80-16-049500,Wpns Law Violation
10382,80-12-070739,Narcotics
10383,80-10-032504,Simple Assault
10384,80-10-014908,Aggravated Assault
10385,80-10-061295,All Other Offenses
10386,80-16-097991,Stolen Property
10387,80-10-071276,Aggravated Assault
10388,80-11-009977,Wpns Law Violation
10389,80-10-018122,Aggravated Assault
10390,80-17-008497,Wpns Law Violation
10391,80-17-008497,Wpns Law Violation
10392,80-10-083363,Burglary
10393,80-14-012104,Aggravated Assault
10394,80-10-075400,Aggravated Assault
10395,80-13-006244,Aggravated Assault
10396,80-14-015404,Wpns Law Violation
10397,80-13-018126,Wpns Law Violation
10398,80-13-081413,Narcotics
10399,80-13-081413,Narcotics
10400,80-17-008795,Wpns Law Violation
10401,80-13-094984,Wpns Law Violation
10402,80-15-078630,Wpns Law Violation
10403,80-16-047022,Stolen Property
10404,80-16-095346,Stolen Property
10405,80-15-039750,Robbery
10406,80-13-097187,Wpns Law Violation
10407,80-13-097061,Wpns Law Violation
10408,80-13-097061,Wpns Law Violation
10409,80-12-028727,Aggravated Assault
10410,80-14-028118,Aggravated Assault
10411,80-12-078018,Wpns Law Violation
10412,80-14-028118,Aggravated Assault
10413,80-13-099962,Wpns Law Violation
10414,80-15-080511,Wpns Law Violation
10415,80-16-016830,Wpns Law Violation
10416,80-12-072298,Narcotics
10417,80-15-092608,Wpns Law Violation
10418,80-16-091902,Wpns Law Violation
10419,80-11-089851,Aggravated Assault
10420,80-16-103672,Wpns Law Violation
10421,80-12-076508,Burglary
10422,80-14-049968,Aggravated Assault
10423,80-13-035933,Wpns Law Violation
10424,80-13-012913,Narcotics
10425,80-15-008466,Wpns Law Violation
10426,80-14-017222,Aggravated Assault
10427,80-11-087074,Wpns Law Violation
10428,80-12-078415,Wpns Law Violation
10429,80-15-092606,Stolen Property
10430,80-12-099436,Aggravated Assault
10431,80-16-014106,Wpns Law Violation
10432,80-16-072606,Aggravated Assault
10433,80-16-072606,Aggravated Assault
10434,80-16-072606,Aggravated Assault
10435,80-14-047941,Wpns Law Violation
10436,80-14-089114,Wpns Law Violation
10437,80-15-001618,Narcotics
10438,80-15-001618,Narcotics
10439,80-15-001618,Narcotics
10440,80-15-005810,Counterfeiting
10441,80-13-089547,Narcotics
10442,80-13-089547,Narcotics
10443,80-13-089547,Narcotics
10444,80-13-089547,Narcotics
10445,80-13-063278,Wpns Law Violation
10446,80-12-102463,Narcotics
10447,80-15-072456,Wpns Law Violation
10448,80-16-065377,Narcotics
10449,80-14-050855,Narcotics
10450,80-16-065377,Narcotics
10451,80-16-065377,Narcotics
10452,80-16-090089,Aggravated Assault
10453,80-14-050855,Narcotics
10454,80-10-068452,Wpns Law Violation
10455,80-10-092190,Theft Other
10456,80-13-081413,Narcotics
10457,80-12-038574,Narcotics
10458,80-16-110196,Intimidation
10459,80-13-023770,Aggravated Assault
10460,80-16-095046,Robbery
10461,80-16-040303,Wpns Law Violation
10462,80-16-002740,Wpns Law Violation
10463,80-15-022231,Narcotics
10464,80-13-059911,Robbery
10465,80-16-015601,Wpns Law Violation
10466,80-12-102290,Wpns Law Violation
10467,80-17-009901,Shoplifting
10468,80-11-035621,Narcotics
10469,80-12-102290,Wpns Law Violation
10470,80-16-039590,Wpns Law Violation
10471,80-17-005893,Stolen Property
10472,80-10-053891,Wpns Law Violation
10473,80-16-104147,Narcotics
10474,80-16-090504,Stolen Property
10475,80-11-102384,Wpns Law Violation
10476,80-10-077082,Wpns Law Violation
10477,80-16-098547,Wpns Law Violation
10478,80-17-008918,Wpns Law Violation
10479,80-10-066869,Aggravated Assault
10480,80-16-104147,Narcotics
10481,80-15-060963,Wpns Law Violation
10482,80-17-008660,Aggravated Assault
10483,80-13-081413,Narcotics
10484,80-16-104147,Narcotics
10485,80-14-011222,Narcotics
10486,80-16-011372,Vandalism
10487,80-14-011942,Stolen Property
10488,80-14-085086,Wpns Law Violation
10489,80-13-057060,Narcotics
10490,80-13-057060,Narcotics
10491,80-13-057060,Narcotics
10492,80-16-098446,Narcotics
10493,80-16-098446,Narcotics
10494,80-12-090565,Wpns Law Violation
10495,80-16-012943,Narcotics
10496,80-14-036852,Wpns Law Violation
10497,80-15-036515,Wpns Law Violation
10498,80-15-036515,Wpns Law Violation
10499,80-16-093866,Stolen Property
10500,80-12-003816,Aggravated Assault
10501,80-16-099192,Narcotics
10502,80-13-084178,Wpns Law Violation
10503,80-15-103038,Bribery
10504,80-17-008918,Wpns Law Violation
10505,80-12-033657,Aggravated Assault
10506,80-15-004562,Theft Other
10507,80-14-001545,Wpns Law Violation
10508,80-14-001545,Wpns Law Violation
10509,80-13-035352,Wpns Law Violation
10510,80-12-065491,Narcotics
10511,80-15-015477,Narcotics
10512,80-16-033267,Wpns Law Violation
10513,80-16-047463,Aggravated Assault
10514,80-13-045367,Robbery
10515,80-14-027029,Aggravated Assault
10516,80-14-027029,Aggravated Assault
10517,80-14-027029,Aggravated Assault
10518,80-14-027029,Aggravated Assault
10519,80-13-052721,Narcotics
10520,80-13-052721,Narcotics
10521,80-13-052721,Narcotics
10522,80-17-008660,Aggravated Assault
10523,80-13-059911,Robbery
10524,80-10-043365,Wpns Law Violation
10525,80-15-094324,Robbery
10526,80-14-019899,Wpns Law Violation
10527,80-17-001054,Theft Fr Veh
10528,80-13-074330,Wpns Law Violation
10529,80-14-083372,Aggravated Assault
10530,80-17-009006,Wpns Law Violation
10531,80-17-009006,Wpns Law Violation
10532,80-17-008918,Wpns Law Violation
10533,80-17-008918,Wpns Law Violation
10534,80-17-010769,Narcotics
10535,80-17-010769,Narcotics
10536,80-17-013601,Narcotics
10537,80-17-013601,Narcotics
10538,80-10-045172,Intimidation
10539,80-10-074826,Wpns Law Violation
10540,80-10-074826,Wpns Law Violation
10541,80-11-053308,Aggravated Assault
10542,80-11-045742,Aggravated Assault
10543,80-11-052306,Wpns Law Violation
10544,80-11-085329,Robbery
10545,80-11-085329,Robbery
10546,80-16-047328,Wpns Law Violation
10547,80-17-006196,Wpns Law Violation
10548,80-11-067300,Wpns Law Violation
10549,80-16-084861,Robbery
10550,80-16-073600,Robbery
10551,80-10-050291,Wpns Law Violation
10552,80-11-099097,Wpns Law Violation
10553,80-12-045548,Wpns Law Violation
10554,80-14-021529,Narcotics
10555,80-10-039583,Narcotics
10556,80-10-039583,Narcotics
10557,80-16-073600,Robbery
10558,80-10-076022,Intimidation
10559,80-16-074776,Wpns Law Violation
10560,80-10-079244,Burglary
10561,80-11-032231,Narcotics
10562,80-11-032231,Narcotics
10563,80-16-071853,Narcotics
10564,80-11-093257,Wpns Law Violation
10565,80-16-083480,Wpns Law Violation
10566,80-11-038501,Burglary
10567,80-16-083590,Stolen Property
10568,80-16-086189,Robbery
10569,80-11-021968,Aggravated Assault
10570,80-12-052958,Narcotics
10571,80-11-055937,Aggravated Assault
10572,80-10-068452,Wpns Law Violation
10573,80-12-018889,Wpns Law Violation
10574,80-16-104147,Narcotics
10575,80-17-008660,Aggravated Assault
10576,80-13-081413,Narcotics
10577,80-11-097257,Wpns Law Violation
10578,80-13-024185,Simple Assault
10579,80-13-035966,Wpns Law Violation
10580,80-17-002988,Narcotics
10581,80-14-029717,Burglary
10582,80-16-047463,Aggravated Assault
10583,80-15-070972,Wpns Law Violation
10584,80-16-041641,Aggravated Assault
10585,80-15-094064,Wpns Law Violation
10586,80-16-097509,Wpns Law Violation
10587,80-13-064835,Theft Other
10588,80-16-053662,Robbery
10589,80-16-053662,Robbery
10590,80-16-053662,Robbery
10591,80-16-053662,Robbery
10592,80-13-093537,Wpns Law Violation
10593,80-14-075543,Simple Assault
10594,80-11-053011,Wpns Law Violation
10595,80-16-026418,Stolen Property
10596,80-16-089881,Narcotics
10597,80-16-089881,Narcotics
10598,80-16-030614,Narcotics
10599,80-11-086391,Wpns Law Violation
10600,80-16-030614,Narcotics
10601,80-16-074782,Stolen Property
10602,80-13-007996,Narcotics
10603,80-13-007996,Narcotics
10604,80-14-038909,Robbery
10605,80-14-015952,Burglary
10606,80-16-050201,Wpns Law Violation
10607,80-16-050201,Wpns Law Violation
10608,80-16-050201,Wpns Law Violation
10609,80-16-067928,Aggravated Assault
10610,80-16-067928,Aggravated Assault
10611,80-16-050892,Narcotics
10612,80-15-009014,Aggravated Assault
10613,80-16-074776,Wpns Law Violation
10614,80-16-074776,Wpns Law Violation
10615,80-17-006070,Narcotics
10616,80-16-065377,Narcotics
10617,80-15-027725,Wpns Law Violation
10618,80-11-048655,Robbery
10619,80-17-005736,Narcotics
10620,80-14-100324,Wpns Law Violation
10621,80-14-100324,Wpns Law Violation
10622,80-13-099951,Intimidation
10623,80-10-070581,Narcotics
10624,80-15-072791,Wpns Law Violation
10625,80-13-078995,Aggravated Assault
10626,80-16-108435,Wpns Law Violation
10627,80-12-091039,Aggravated Assault
10628,80-12-091039,Aggravated Assault
10629,80-12-048183,Aggravated Assault
10630,80-12-045160,Robbery
10631,80-12-084527,Narcotics
10632,80-11-021413,Aggravated Assault
10633,80-12-084527,Narcotics
10634,80-11-029936,Narcotics
10635,80-11-021413,Aggravated Assault
10636,80-11-029936,Narcotics
10637,80-13-081413,Narcotics
10638,80-11-021413,Aggravated Assault
10639,80-11-021413,Aggravated Assault
10640,80-11-067698,Wpns Law Violation
10641,80-11-008858,Wpns Law Violation
10642,80-10-044969,Wpns Law Violation
10643,80-11-103111,Aggravated Assault
10644,80-11-103111,Aggravated Assault
10645,80-11-103111,Aggravated Assault
10646,80-11-103111,Aggravated Assault
10647,80-08-097721,Robbery
10648,80-08-097721,Robbery
10649,80-08-097721,Robbery
10650,80-10-059860,Narcotics
10651,80-12-006893,Wpns Law Violation
10652,80-12-007937,Wpns Law Violation
10653,80-17-000477,Aggravated Assault
10654,80-11-021662,Wpns Law Violation
10655,80-11-021662,Wpns Law Violation
10656,80-11-021662,Wpns Law Violation
10657,80-17-004756,Family Offenses
10658,80-10-065752,Wpns Law Violation
10659,80-11-102384,Wpns Law Violation
10660,80-11-020037,Narcotics
10661,80-11-020037,Narcotics
10662,80-11-014240,Narcotics
10663,80-11-014240,Narcotics
10664,80-12-017625,Narcotics
10665,80-11-100775,Stolen Property
10666,80-12-023700,Wpns Law Violation
10667,80-12-051533,Wpns Law Violation
10668,80-12-019263,Aggravated Assault
10669,80-10-050222,Robbery
10670,80-11-005845,Wpns Law Violation
10671,80-11-017716,Wpns Law Violation
10672,80-11-084277,Wpns Law Violation
10673,80-11-021323,Wpns Law Violation
10674,80-11-031946,Wpns Law Violation
10675,80-10-091150,Narcotics
10676,80-10-091150,Narcotics
10677,80-10-097409,Stolen Property
10678,80-11-029936,Narcotics
10679,80-11-029936,Narcotics
10680,80-10-070581,Narcotics
10681,80-16-088226,Wpns Law Violation
10682,80-16-088226,Wpns Law Violation
10683,80-17-003186,Wpns Law Violation
10684,80-16-011372,Vandalism
10685,80-16-011372,Vandalism
10686,80-10-044520,Wpns Law Violation
10687,80-13-048565,Wpns Law Violation
10688,80-13-024349,Aggravated Assault
10689,80-13-025951,Wpns Law Violation
10690,80-14-065264,Aggravated Assault
10691,80-10-083294,Aggravated Assault
10692,80-10-000185,Narcotics
10693,80-10-000185,Narcotics
10694,80-16-080473,Wpns Law Violation
10695,80-14-093625,Wpns Law Violation
10696,80-15-041238,Wpns Law Violation
10697,80-10-083294,Aggravated Assault
10698,80-16-097340,Vandalism
10699,80-17-013445,Wpns Law Violation
10700,80-16-046545,Wpns Law Violation
10701,80-13-010931,Wpns Law Violation
10702,80-11-070443,Robbery
10703,80-11-070443,Robbery
10704,80-16-014537,Narcotics
10705,80-13-087277,Accidental Shooting
10706,80-14-071609,Wpns Law Violation
10707,80-15-067064,Wpns Law Violation
10708,80-10-041866,Theft Fr Veh
10709,80-11-074943,Narcotics
10710,80-11-021323,Wpns Law Violation
10711,80-11-074943,Narcotics
10712,80-11-074943,Narcotics
10713,80-13-024349,Aggravated Assault
10714,80-13-024349,Aggravated Assault
10715,80-12-057822,Robbery
10716,80-14-065264,Aggravated Assault
10717,80-10-037079,Wpns Law Violation
10718,80-14-029280,Aggravated Assault
10719,80-10-083294,Aggravated Assault
10720,80-10-083294,Aggravated Assault
10721,80-16-024760,Theft Other
10722,80-11-065990,Wpns Law Violation
10723,80-13-052817,Robbery
10724,80-13-055282,Wpns Law Violation
10725,80-10-093312,Narcotics
10726,80-10-093312,Narcotics
10727,80-11-101153,Narcotics
10728,80-16-063564,Burglary
10729,80-16-063564,Burglary
10730,80-10-035773,Narcotics
10731,80-10-035773,Narcotics
10732,80-10-035773,Narcotics
10733,80-12-029612,Simple Assault
10734,80-12-084556,Wpns Law Violation
10735,80-13-055805,Aggravated Assault
10736,80-13-055805,Aggravated Assault
10737,80-13-055805,Aggravated Assault
10738,80-13-077848,Wpns Law Violation
10739,80-13-077848,Wpns Law Violation
10740,80-15-079986,Narcotics
10741,80-11-036193,Narcotics
10742,80-11-036193,Narcotics
10743,80-11-036193,Narcotics
10744,80-16-101135,Aggravated Assault
10745,80-16-101135,Aggravated Assault
10746,80-16-101135,Aggravated Assault
10747,80-16-101135,Aggravated Assault
10748,80-11-000424,Aggravated Assault
10749,80-10-010980,Wpns Law Violation
10750,80-15-104429,Wpns Law Violation
10751,80-16-036876,Narcotics
10752,80-11-005506,Simple Assault
10753,80-15-048638,Wpns Law Violation
10754,80-11-039764,Narcotics
10755,80-11-039764,Narcotics
10756,80-16-031868,Aggravated Assault
10757,80-11-091354,Wpns Law Violation
10758,80-17-012997,Wpns Law Violation
10759,80-12-102668,Burglary
10760,80-15-087954,Narcotics
10761,80-11-101788,Narcotics
10762,80-11-101788,Narcotics
10763,80-13-067435,Narcotics
10764,80-12-036545,Narcotics
10765,80-12-036545,Narcotics
10766,80-12-036545,Narcotics
10767,80-13-042000,Wpns Law Violation
10768,80-13-009545,Wpns Law Violation
10769,80-15-025165,Wpns Law Violation
10770,80-15-104429,Wpns Law Violation
10771,80-15-062083,Wpns Law Violation
10772,80-16-016830,Wpns Law Violation
10773,80-16-016830,Wpns Law Violation
10774,80-12-034895,Wpns Law Violation
10775,80-13-085791,Narcotics
10776,80-17-008545,Wpns Law Violation
10777,80-15-062157,Wpns Law Violation
10778,80-16-037159,Robbery
10779,80-14-062951,Narcotics
10780,80-14-062951,Narcotics
10781,80-14-062951,Narcotics
10782,80-14-062951,Narcotics
10783,80-14-062951,Narcotics
10784,80-16-059063,Narcotics
10785,80-17-007485,Narcotics
10786,80-12-072298,Narcotics
10787,80-16-105424,Wpns Law Violation
10788,80-12-023997,Wpns Law Violation
10789,80-17-007159,Narcotics
10790,80-17-007159,Narcotics
10791,80-17-007159,Narcotics
10792,80-16-036584,Intimidation
10793,80-17-007236,Narcotics
10794,80-17-007236,Narcotics
10795,80-17-007236,Narcotics
10796,80-16-036584,Intimidation
10797,80-13-076499,Aggravated Assault
10798,80-14-086749,Wpns Law Violation
10799,80-14-086749,Wpns Law Violation
10800,80-11-061212,Suicide
10801,80-16-050399,Suicide
10802,80-15-011094,Suicide
10803,80-11-072419,Suicide
10804,80-10-096404,Homicide
10805,80-11-064683,Homicide
10806,80-11-099453,Suicide
10807,80-12-008691,Suicide
10808,80-12-036248,Homicide
10809,80-12-039148,Homicide
10810,80-12-041085,Suicide
10811,80-12-054341,Suicide
10812,80-12-056070,Homicide
10813,80-12-056070,Homicide
10814,80-12-056070,Homicide
10815,80-12-063483,Suicide
10816,80-11-091917,Homicide
10817,80-12-078580,Suicide
10818,80-13-002107,Suicide
10819,80-11-103800,Suicide
10820,80-11-103755,Suicide
10821,80-12-001750,Suicide
10822,80-12-004755,Suicide
10823,80-12-021626,Suicide
10824,80-12-028792,Suicide
10825,80-12-028158,Homicide
10826,80-12-046141,Suicide
10827,80-12-056629,Homicide
10828,80-12-059186,Suicide
10829,80-11-006045,Suicide
10830,80-11-083709,Suicide
10831,80-12-060740,Suicide
10832,80-12-096473,Suicide
10833,80-16-036014,Suicide
10834,80-16-109803,Homicide
10835,80-12-102855,Homicide
10836,80-12-102932,Suicide
10837,80-13-018389,Suicide
10838,80-13-025605,Suicide
10839,80-13-028702,Homicide
10840,80-12-083531,Homicide
10841,80-12-090728,Death Investigation
10842,80-13-060697,Homicide
10843,80-13-064052,Suicide
10844,80-13-048865,Suicide
10845,80-13-050763,Homicide
10846,80-13-079733,Suicide
10847,80-13-083264,Suicide
10848,80-13-088696,Suicide
10849,80-13-027311,Homicide
10850,80-13-030049,Suicide
10851,80-13-034286,Suicide
10852,80-13-060697,Homicide
10853,80-12-061478,Homicide
10854,80-10-072597,Narcotics
10855,80-12-061478,Homicide
10856,80-17-010334,Suicide
10857,80-16-105435,Justifiable Homicide
10858,80-12-061478,Homicide
10859,80-16-060509,Suicide
10860,80-12-061478,Homicide
10861,80-14-085625,Suicide
10862,80-10-072597,Narcotics
10863,80-15-073041,Suicide
10864,80-16-061541,Suicide
10865,80-17-000578,Suicide
10866,80-11-085950,Homicide
10867,80-14-093070,Homicide
10868,80-10-089139,Robbery
10869,80-11-035574,Narcotics
10870,80-11-007359,Aggravated Assault
10871,80-10-054998,Wpns Law Violation
10872,80-11-046922,Counterfeiting
10873,80-10-049961,Counterfeiting
10874,80-11-098269,Wpns Law Violation
10875,80-10-052280,Aggravated Assault
10876,80-10-057695,Wpns Law Violation
10877,80-10-063381,Aggravated Assault
10878,80-10-094040,Robbery
10879,80-11-009023,Narcotics
10880,80-11-014452,Wpns Law Violation
10881,80-10-060279,Narcotics
10882,80-11-097162,Burglary
10883,80-11-083591,Wpns Law Violation
10884,80-12-043270,Aggravated Assault
10885,80-10-072597,Narcotics
10886,80-11-026368,Burglary
10887,80-12-037539,Robbery
10888,80-10-010759,Suicide
10889,80-10-003031,Death Investigation
10890,80-10-005966,Suicide
10891,80-10-016518,Suicide
10892,80-10-003857,Justifiable Homicide
10893,80-10-035366,Suicide
10894,80-10-037631,Homicide
10895,80-10-023835,Homicide
10896,80-10-027630,Suicide
10897,80-10-064377,Homicide
10898,80-10-066575,Suicide
10899,80-10-097992,Suicide
10900,80-11-015553,Suicide
10901,80-11-022672,Suicide
10902,80-11-027618,Suicide
10903,80-10-060330,Suicide
10904,80-10-055632,Homicide
10905,80-10-056655,Suicide
10906,80-10-071981,Death Investigation
10907,80-10-095443,Suicide
10908,80-11-015290,Suicide
10909,80-11-052395,Suicide
10910,80-11-056906,Suicide
10911,80-11-063990,Suicide
10912,80-10-005640,Homicide
10913,80-10-045857,Homicide
10914,80-11-035668,Suicide
10915,80-11-045385,Suicide
10916,80-11-080779,Wpns Law Violation
10917,80-15-100930,Homicide
10918,80-15-012809,Homicide
10919,80-11-085950,Homicide
10920,80-16-063789,Suicide
10921,80-15-101935,Suicide
10922,80-14-050329,Homicide
10923,80-12-039148,Homicide
10924,80-11-080779,Wpns Law Violation
10925,80-15-003737,Suicide
10926,80-12-042801,Accidental Shooting
10927,80-16-055222,Justifiable Homicide
10928,80-16-069432,Death Investigation
10929,80-10-080128,Narcotics
10930,80-15-064628,Homicide
10931,80-16-018134,Suicide
10932,80-15-061994,Homicide
10933,80-16-075974,Homicide
10934,80-13-052542,Homicide
10935,80-10-080128,Narcotics
10936,80-15-059123,Suicide
10937,80-16-017573,Suicide
10938,80-16-078441,Homicide
10939,80-16-100601,Homicide
10940,80-12-043348,Homicide
10941,80-11-003736,Wpns Law Violation
10942,80-15-066378,Suicide
10943,80-16-027602,Homicide
10944,80-15-078336,Homicide
10945,80-16-107055,Suicide
10946,80-17-002802,Death Investigation
10947,80-10-005885,Homicide
10948,80-10-009120,Death Investigation
10949,80-10-023830,Suicide
10950,80-10-068049,Death Investigation
10951,80-11-061936,Suicide
10952,80-10-064377,Homicide
10953,80-10-100184,Suicide
10954,80-11-000263,Homicide
10955,80-11-035432,Death Investigation
10956,80-11-074023,Suicide
10957,80-11-040861,Suicide
10958,80-11-049704,Suicide
10959,80-12-093463,Suicide
10960,80-13-011063,Suicide
10961,80-13-030963,Death Investigation
10962,80-13-051554,Suicide
10963,80-13-062767,Suicide
10964,80-13-071475,Suicide
10965,80-13-071475,Suicide
10966,80-13-092696,Homicide
10967,80-12-062895,Suicide
10968,80-12-069554,Suicide
10969,80-12-087467,Justifiable Homicide
10970,80-12-101205,Suicide
10971,80-13-009797,Homicide
10972,80-13-029834,Suicide
10973,80-13-045214,Homicide
10974,80-13-045214,Homicide
10975,80-13-044938,Suicide
10976,80-13-056095,Homicide
10977,80-13-060697,Homicide
10978,80-14-078586,Homicide
10979,80-14-078586,Homicide
10980,80-14-090014,Suicide
10981,80-14-099942,Suicide
10982,80-16-087063,Homicide
10983,80-12-060629,Homicide
10984,80-13-057974,Suicide
10985,80-16-065183,Homicide
10986,80-16-028906,Homicide
10987,80-16-076468,Suicide
10988,80-16-036196,Suicide
10989,80-16-057701,Suicide
10990,80-16-100601,Homicide
10991,80-16-027602,Homicide
10992,80-16-105242,Suicide
10993,80-14-001290,Homicide
10994,80-14-017886,Homicide
10995,80-14-045498,Homicide
10996,80-14-060597,Justifiable Homicide
10997,80-14-081333,Homicide
10998,80-14-081333,Homicide
10999,80-14-099942,Suicide
11000,80-15-010890,Death Investigation
11001,80-12-034029,Homicide
11002,80-16-098923,Homicide
11003,80-12-087467,Justifiable Homicide
11004,80-15-000226,Homicide
11005,80-12-087948,Suicide
11006,80-15-066517,Suicide
11007,80-15-085953,Homicide
