rfr_id,INCIDENT_NUMBER,UCR_CATEGORY
1807,80-14-075737,Narcotics
1808,80-14-027654,Wpns Law Violation
1809,80-16-028476,Stolen Property
1810,80-16-085159,Narcotics
1811,80-14-005657,Robbery
1812,80-14-036311,Wpns Law Violation
1813,80-14-036311,Wpns Law Violation
1814,80-13-094599,Narcotics
1815,80-16-063056,Wpns Law Violation
1816,80-16-027356,Wpns Law Violation
1817,80-14-033595,Robbery
1818,80-14-065366,Aggravated Assault
1819,80-16-026761,Wpns Law Violation
1820,80-13-096307,Wpns Law Violation
1821,80-15-027767,Narcotics
1822,80-14-022198,Wpns Law Violation
1823,80-14-082279,Aggravated Assault
1824,80-16-078761,Wpns Law Violation
1825,80-16-106571,Narcotics
1826,80-16-106571,Narcotics
1827,80-16-106571,Narcotics
1828,80-16-106571,Narcotics
1829,80-14-032646,Wpns Law Violation
1830,80-15-052660,Wpns Law Violation
1831,80-16-046936,Stolen Property
1832,80-16-046936,Stolen Property
1833,80-16-045203,Wpns Law Violation
1834,80-16-045203,Wpns Law Violation
1835,80-15-047422,Robbery
1836,80-15-102747,Aggravated Assault
1837,80-14-021799,Aggravated Assault
1838,80-16-102702,Narcotics
1839,80-16-102702,Narcotics
1840,80-15-010851,Wpns Law Violation
1841,80-15-040381,Aggravated Assault
1842,80-15-040381,Aggravated Assault
1843,80-16-009755,Wpns Law Violation
1844,80-16-038789,Aggravated Assault
1845,80-16-038789,Aggravated Assault
1846,80-16-038789,Aggravated Assault
1847,80-15-015925,Wpns Law Violation
1848,80-14-085759,Wpns Law Violation
1849,80-15-034668,Wpns Law Violation
1850,80-15-090059,Wpns Law Violation
1851,80-15-102824,Wpns Law Violation
1852,80-14-083352,Wpns Law Violation
1853,80-14-040575,Stolen Property
1854,80-15-057149,Wpns Law Violation
1855,80-16-052759,Wpns Law Violation
1856,80-16-052759,Wpns Law Violation
1857,80-16-052759,Wpns Law Violation
1858,80-15-061215,Wpns Law Violation
1859,80-16-078761,Wpns Law Violation
1860,80-15-014374,Robbery
1861,80-16-004536,Wpns Law Violation
1862,80-16-004536,Wpns Law Violation
1863,80-14-021799,Aggravated Assault
1864,80-14-021799,Aggravated Assault
1865,80-16-068440,Wpns Law Violation
1866,80-13-094919,Aggravated Assault
1867,80-14-005657,Robbery
1868,80-17-002739,Narcotics
1869,80-14-015531,Aggravated Assault
1870,80-16-097246,Robbery
1871,80-15-045621,Stolen Property
1872,80-15-029311,Wpns Law Violation
1873,80-16-051446,Narcotics
1874,80-16-034623,Wpns Law Violation
1875,80-16-051446,Narcotics
1876,80-16-065420,Wpns Law Violation
1877,80-16-051446,Narcotics
1878,80-16-035429,Wpns Law Violation
1879,80-15-078962,Wpns Law Violation
1880,80-14-093625,Wpns Law Violation
1881,80-14-093625,Wpns Law Violation
1882,80-14-045430,Aggravated Assault
1883,80-14-045430,Aggravated Assault
1884,80-15-003759,Narcotics
1885,80-16-037378,Wpns Law Violation
1886,80-16-057586,Wpns Law Violation
1887,80-14-062946,Aggravated Assault
1888,80-14-094346,Robbery
1889,80-14-094346,Robbery
1890,80-14-094346,Robbery
1891,80-15-090420,Wpns Law Violation
1892,80-14-025140,Stolen Property
1893,80-14-085260,Intimidation
1894,80-15-011593,Stolen Property
1895,80-16-047928,Aggravated Assault
1896,80-13-074984,Wpns Law Violation
1897,80-14-023226,Narcotics
1898,80-16-024946,Narcotics
1899,80-14-045430,Aggravated Assault
1900,80-14-045430,Aggravated Assault
1901,80-16-041299,Wpns Law Violation
1902,80-14-032867,Narcotics
1903,80-15-078310,Narcotics
1904,80-15-078310,Narcotics
1905,80-16-105152,Narcotics
1906,80-16-103680,Robbery
1907,80-14-054931,All Other Offenses
1908,80-15-067064,Wpns Law Violation
1909,80-15-067064,Wpns Law Violation
1910,80-14-021779,Family Offenses
1911,80-14-003246,All Other Offenses
1912,80-14-008493,Robbery
1913,80-14-008493,Robbery
1914,80-16-026375,Wpns Law Violation
1915,80-15-018810,Narcotics
1916,80-15-071388,Stolen Property
1917,80-14-022198,Wpns Law Violation
1918,80-16-055259,Robbery
1919,80-15-044767,Narcotics
1920,80-15-044767,Narcotics
1921,80-14-035326,Intimidation
1922,80-14-046777,Wpns Law Violation
1923,80-15-013203,Narcotics
1924,80-15-013203,Narcotics
1925,80-14-046416,Narcotics
1926,80-16-091613,Narcotics
1927,80-16-091613,Narcotics
1928,80-13-091219,Narcotics
1929,80-15-103038,Bribery
1930,80-15-103038,Bribery
1931,80-15-103038,Bribery
1932,80-14-031700,Narcotics
1933,80-14-031700,Narcotics
1934,80-14-031700,Narcotics
1935,80-15-093090,Robbery
1936,80-16-063240,Stolen Property
1937,80-15-002881,Aggravated Assault
1938,80-14-097011,Aggravated Assault
1939,80-15-002881,Aggravated Assault
1940,80-17-001004,Wpns Law Violation
1941,80-17-002739,Narcotics
1942,80-15-013203,Narcotics
1943,80-15-013203,Narcotics
1944,80-14-093761,Wpns Law Violation
1945,80-14-093761,Wpns Law Violation
1946,80-16-107802,Wpns Law Violation
1947,80-15-026922,Wpns Law Violation
1948,80-15-037356,Wpns Law Violation
1949,80-15-064929,Narcotics
1950,80-16-046936,Stolen Property
1951,80-14-009416,Wpns Law Violation
1952,80-13-090046,Stolen Property
1953,80-15-088691,Narcotics
1954,80-15-088691,Narcotics
1955,80-15-003759,Narcotics
1956,80-15-094073,Wpns Law Violation
1957,80-15-003249,Stolen Property
1958,80-14-000019,Wpns Law Violation
1959,80-14-079471,Wpns Law Violation
1960,80-16-006360,Wpns Law Violation
1961,80-15-006115,Wpns Law Violation
1962,80-16-006360,Wpns Law Violation
1963,80-15-101963,Narcotics
1964,80-16-033154,Aggravated Assault
1965,80-16-033154,Aggravated Assault
1966,80-16-061093,Stolen Property
1967,80-16-082891,Wpns Law Violation
1968,80-14-060568,Intimidation
1969,80-15-018635,Wpns Law Violation
1970,80-15-018635,Wpns Law Violation
1971,80-16-043216,Wpns Law Violation
1972,80-14-016007,Narcotics
1973,80-16-006580,Narcotics
1974,80-14-080153,Wpns Law Violation
1975,80-16-022358,Narcotics
1976,80-16-022358,Narcotics
1977,80-16-022358,Narcotics
1978,80-16-022358,Narcotics
1979,80-15-051024,Stolen Property
1980,80-14-080153,Wpns Law Violation
1981,80-16-016271,Wpns Law Violation
1982,80-15-039138,Stolen Property
1983,80-15-059086,Wpns Law Violation
1984,80-14-029431,Aggravated Assault
1985,80-16-007000,Simple Assault
1986,80-16-061980,Aggravated Assault
1987,80-14-040298,Wpns Law Violation
1988,80-14-072865,Narcotics
1989,80-15-012840,Narcotics
1990,80-16-033272,Narcotics
1991,80-15-080901,Wpns Law Violation
1992,80-16-033272,Narcotics
1993,80-15-023542,Narcotics
1994,80-15-023542,Narcotics
1995,80-15-002363,Fraud
1996,80-16-101704,Narcotics
1997,80-17-003780,Wpns Law Violation
1998,80-15-081628,Narcotics
1999,80-16-103041,Simple Assault
2000,80-16-091924,Robbery
2001,80-16-091924,Robbery
2002,80-16-037180,Wpns Law Violation
2003,80-15-084189,Aggravated Assault
2004,80-15-084189,Aggravated Assault
2005,80-14-003527,Narcotics
2006,80-15-090081,Wpns Law Violation
2007,80-15-062277,Aggravated Assault
2008,80-14-045819,Burglary
2009,80-14-096139,Aggravated Assault
2010,80-14-096139,Aggravated Assault
2011,80-14-089624,Narcotics
2012,80-15-060843,Aggravated Assault
2013,80-15-060843,Aggravated Assault
2014,80-14-058280,Wpns Law Violation
2015,80-14-080234,Wpns Law Violation
2016,80-15-005997,Wpns Law Violation
2017,80-15-007261,Stolen Property
2018,80-16-034135,Wpns Law Violation
2019,80-16-110704,Narcotics
2020,80-14-058837,Aggravated Assault
2021,80-17-001924,Narcotics
2022,80-17-001924,Narcotics
2023,80-17-001924,Narcotics
2024,80-17-001924,Narcotics
2025,80-17-001924,Narcotics
2026,80-16-074960,Wpns Law Violation
2027,80-17-014045,Aggravated Assault
2028,80-14-026340,Wpns Law Violation
2029,80-14-026340,Wpns Law Violation
2030,80-14-016356,Aggravated Assault
2031,80-14-042346,Narcotics Equip
2032,80-14-043862,Aggravated Assault
2033,80-14-043862,Aggravated Assault
2034,80-14-040821,Wpns Law Violation
2035,80-14-047615,Aggravated Assault
2036,80-14-056586,Wpns Law Violation
2037,80-14-067019,Aggravated Assault
2038,80-14-088476,Robbery
2039,80-15-083840,Aggravated Assault
2040,80-13-099952,Aggravated Assault
2041,80-16-057700,Narcotics
2042,80-14-095518,Counterfeiting
2043,80-14-080416,Wpns Law Violation
2044,80-16-055430,Intimidation
2045,80-16-055430,Intimidation
2046,80-16-073533,Narcotics
2047,80-16-024468,Aggravated Assault
2048,80-16-063564,Burglary
2049,80-16-064546,Stolen Property
2050,80-13-097187,Wpns Law Violation
2051,80-14-066934,Wpns Law Violation
2052,80-14-018403,Wpns Law Violation
2053,80-16-092700,Wpns Law Violation
2054,80-14-029075,Aggravated Assault
2055,80-16-057700,Narcotics
2056,80-15-082723,Narcotics
2057,80-14-049368,Wpns Law Violation
2058,80-15-083992,Wpns Law Violation
2059,80-16-007269,Wpns Law Violation
2060,80-16-007269,Wpns Law Violation
2061,80-14-069344,Narcotics
2062,80-14-069344,Narcotics
2063,80-16-003709,Aggravated Assault
2064,80-15-024870,Wpns Law Violation
2065,80-14-056284,Aggravated Assault
2066,80-15-009770,Burglary
2067,80-16-001925,Aggravated Assault
2068,80-13-097187,Wpns Law Violation
2069,80-14-026467,Wpns Law Violation
2070,80-17-001968,Narcotics
2071,80-16-023181,Aggravated Assault
2072,80-14-028118,Aggravated Assault
2073,80-16-071964,Narcotics
2074,80-16-003000,Narcotics
2075,80-16-003000,Narcotics
2076,80-16-003000,Narcotics
2077,80-15-044433,Family Offenses
2078,80-15-094722,Wpns Law Violation
2079,80-14-031320,Wpns Law Violation
2080,80-16-031161,Narcotics
2081,80-14-056352,Robbery
2082,80-16-054567,Wpns Law Violation
2083,80-16-032591,Narcotics
2084,80-15-023148,Stolen Property
2085,80-14-003246,All Other Offenses
2086,80-16-096636,Stolen Property
2087,80-15-088691,Narcotics
2088,80-14-094346,Robbery
2089,80-16-027479,Wpns Law Violation
2090,80-15-047222,Wpns Law Violation
2091,80-15-047222,Wpns Law Violation
2092,80-14-066206,Wpns Law Violation
2093,80-15-011059,Wpns Law Violation
2094,80-14-045861,Robbery
2095,80-15-044816,Wpns Law Violation
2096,80-14-083050,Aggravated Assault
2097,80-15-044816,Wpns Law Violation
2098,80-14-069357,Narcotics
2099,80-16-043768,Narcotics
2100,80-15-088461,Aggravated Assault
2101,80-16-037893,Aggravated Assault
2102,80-15-042979,Robbery
2103,80-13-092017,Robbery
2104,80-13-092017,Robbery
2105,80-16-059160,Narcotics
2106,80-14-055261,Robbery
2107,80-14-055261,Robbery
2108,80-14-055261,Robbery
2109,80-16-029126,Stolen Property
2110,80-15-054481,Wpns Law Violation
2111,80-14-056352,Robbery
2112,80-15-069703,Aggravated Assault
2113,80-15-011059,Wpns Law Violation
2114,80-15-036593,Wpns Law Violation
2115,80-13-046227,Wpns Law Violation
2116,80-15-079293,Wpns Law Violation
2117,80-16-047928,Aggravated Assault
2118,80-16-031161,Narcotics
2119,80-14-036279,Aggravated Assault
2120,80-15-081852,Robbery
2121,80-14-066206,Wpns Law Violation
2122,80-15-037908,Wpns Law Violation
2123,80-16-045644,Wpns Law Violation
2124,80-15-017211,Aggravated Assault
2125,80-14-065093,Wpns Law Violation
2126,80-15-037908,Wpns Law Violation
2127,80-15-018292,Aggravated Assault
2128,80-15-017211,Aggravated Assault
2129,80-15-001953,Wpns Law Violation
2130,80-14-083050,Aggravated Assault
2131,80-16-101135,Aggravated Assault
2132,80-15-097605,Theft Other
2133,80-16-101135,Aggravated Assault
2134,80-14-061743,Theft Other
2135,80-14-089936,Stolen Property
2136,80-16-101135,Aggravated Assault
2137,80-16-103854,Wpns Law Violation
2138,80-14-017456,Burglary
2139,80-16-007404,Shoplifting
2140,80-16-101135,Aggravated Assault
2141,80-16-001242,Wpns Law Violation
2142,80-15-006015,Stolen Property
2143,80-16-043768,Narcotics
2144,80-16-004707,Wpns Law Violation
2145,80-16-101135,Aggravated Assault
2146,80-16-001242,Wpns Law Violation
2147,80-16-104334,Aggravated Assault
2148,80-15-004489,Aggravated Assault
2149,80-15-056216,Wpns Law Violation
2150,80-15-056216,Wpns Law Violation
2151,80-15-016188,Stolen Property
2152,80-15-016188,Stolen Property
2153,80-16-103672,Wpns Law Violation
2154,80-16-065938,Narcotics
2155,80-16-065938,Narcotics
2156,80-14-049531,Aggravated Assault
2157,80-14-082792,Wpns Law Violation
2158,80-15-010787,Narcotics
2159,80-15-010787,Narcotics
2160,80-14-029139,Wpns Law Violation
2161,80-15-012152,Robbery
2162,80-16-005075,Burglary
2163,80-16-107230,Narcotics
2164,80-16-107230,Narcotics
2165,80-16-011754,Aggravated Assault
2166,80-16-029113,Narcotics Equip
2167,80-15-067064,Wpns Law Violation
2168,80-15-016515,Wpns Law Violation
2169,80-13-045970,Wpns Law Violation
2170,80-15-060254,Stolen Property
2171,80-16-103344,Aggravated Assault
2172,80-14-001936,Robbery
2173,80-14-050663,Fraud
2174,80-16-059160,Narcotics
2175,80-16-059160,Narcotics
2176,80-15-046997,Burglary
2177,80-14-056352,Robbery
2178,80-14-057577,Narcotics
2179,80-14-059133,Aggravated Assault
2180,80-14-059993,Wpns Law Violation
2181,80-15-016188,Stolen Property
2182,80-15-016188,Stolen Property
2183,80-14-059993,Wpns Law Violation
2184,80-15-081852,Robbery
2185,80-14-079799,Wpns Law Violation
2186,80-14-081602,Wpns Law Violation
2187,80-14-083445,Stolen Property
2188,80-15-105414,Robbery
2189,80-14-003081,Wpns Law Violation
2190,80-16-101135,Aggravated Assault
2191,80-16-007782,Narcotics
2192,80-13-047626,Burglary
2193,80-14-069344,Narcotics
2194,80-16-002945,Aggravated Assault
2195,80-14-003527,Narcotics
2196,80-16-101135,Aggravated Assault
2197,80-14-069344,Narcotics
2198,80-16-104602,Wpns Law Violation
2199,80-16-063276,Wpns Law Violation
2200,80-16-101135,Aggravated Assault
2201,80-14-069344,Narcotics
2202,80-16-104602,Wpns Law Violation
2203,80-16-021003,Wpns Law Violation
2204,80-15-052719,Wpns Law Violation
2205,80-14-069344,Narcotics
2206,80-14-045430,Aggravated Assault
2207,80-14-055198,Wpns Law Violation
2208,80-16-012556,Wpns Law Violation
2209,80-15-017309,Wpns Law Violation
2210,80-16-044163,Wpns Law Violation
2211,80-16-093896,Wpns Law Violation
2212,80-16-093896,Wpns Law Violation
2213,80-14-008493,Robbery
2214,80-14-036852,Wpns Law Violation
2215,80-15-068734,Aggravated Assault
2216,80-14-045861,Robbery
2217,80-15-084526,Aggravated Assault
2218,80-15-067163,Robbery
2219,80-15-067163,Robbery
2220,80-15-085559,Narcotics Equip
2221,80-16-106024,Aggravated Assault
2222,80-14-082651,Stolen Property
2223,80-14-068293,Burglary
2224,80-16-089864,Wpns Law Violation
2225,80-14-055503,Wpns Law Violation
2226,80-14-081282,Wpns Law Violation
2227,80-16-035418,Wpns Law Violation
2228,80-14-094509,Wpns Law Violation
2229,80-15-042979,Robbery
2230,80-14-059971,Robbery
2231,80-14-059971,Robbery
2232,80-14-059971,Robbery
2233,80-14-059971,Robbery
2234,80-13-045657,Narcotics
2235,80-14-033526,Stolen Property
2236,80-14-008298,Wpns Law Violation
2237,80-14-039398,Narcotics
2238,80-15-092876,Wpns Law Violation
2239,80-16-063545,Wpns Law Violation
2240,80-16-001796,Narcotics
2241,80-16-097246,Robbery
2242,80-16-059894,Aggravated Assault
2243,80-16-015802,Simple Assault
2244,80-15-064446,Wpns Law Violation
2245,80-13-060361,Aggravated Assault
2246,80-16-023924,Wpns Law Violation
2247,80-14-006581,Wpns Law Violation
2248,80-14-058280,Wpns Law Violation
2249,80-16-065421,Wpns Law Violation
2250,80-16-036767,Aggravated Assault
2251,80-14-025026,Narcotics
2252,80-16-059827,Robbery
2253,80-14-056352,Robbery
2254,80-15-105652,Robbery
2255,80-16-017929,Robbery
2256,80-15-105652,Robbery
2257,80-15-032482,Wpns Law Violation
2258,80-16-103854,Wpns Law Violation
2259,80-14-069344,Narcotics
2260,80-14-089098,Robbery
2261,80-14-069344,Narcotics
2262,80-15-017211,Aggravated Assault
2263,80-15-017211,Aggravated Assault
2264,80-16-002945,Aggravated Assault
2265,80-14-099435,Aggravated Assault
2266,80-14-099435,Aggravated Assault
2267,80-15-004489,Aggravated Assault
2268,80-15-064446,Wpns Law Violation
2269,80-15-072575,Aggravated Assault
2270,80-16-030657,Theft Other
2271,80-16-034135,Wpns Law Violation
2272,80-14-051929,Wpns Law Violation
2273,80-16-039779,Theft Fr Veh
2274,80-16-043268,Wpns Law Violation
2275,80-16-043268,Wpns Law Violation
2276,80-14-051929,Wpns Law Violation
2277,80-15-105652,Robbery
2278,80-15-105652,Robbery
2279,80-14-094509,Wpns Law Violation
2280,80-16-105229,Aggravated Assault
2281,80-16-105229,Aggravated Assault
2282,80-16-105229,Aggravated Assault
2283,80-15-032648,Aggravated Assault
2284,80-14-017328,Aggravated Assault
2285,80-14-017328,Aggravated Assault
2286,80-15-077418,Simple Assault
2287,80-16-017012,Narcotics
2288,80-14-038497,Wpns Law Violation
2289,80-16-023924,Wpns Law Violation
2290,80-14-089624,Narcotics
2291,80-14-089624,Narcotics
2292,80-14-089624,Narcotics
2293,80-14-089624,Narcotics
2294,80-14-089624,Narcotics
2295,80-15-026853,Burglary
2296,80-16-050896,Aggravated Assault
2297,80-14-056352,Robbery
2298,80-14-068293,Burglary
2299,80-14-069344,Narcotics
2300,80-14-069344,Narcotics
2301,80-14-069344,Narcotics
2302,80-14-069344,Narcotics
2303,80-13-082073,Burglary
2304,80-13-082073,Burglary
2305,80-14-033774,Wpns Law Violation
2306,80-16-097340,Vandalism
2307,80-14-047126,Wpns Law Violation
2308,80-13-080001,Wpns Law Violation
2309,80-14-072793,Aggravated Assault
2310,80-14-007343,Narcotics
2311,80-16-005477,Wpns Law Violation
2312,80-14-085482,Simple Assault
2313,80-15-059085,Wpns Law Violation
2314,80-15-102809,Narcotics
2315,80-15-102809,Narcotics
2316,80-15-010787,Narcotics
2317,80-15-032181,Wpns Law Violation
2318,80-13-094160,Robbery
2319,80-16-039785,Wpns Law Violation
2320,80-16-054081,Narcotics
2321,80-13-051041,Narcotics
2322,80-13-051041,Narcotics
2323,80-13-051041,Narcotics
2324,80-13-051041,Narcotics
2325,80-16-107230,Narcotics
2326,80-13-067692,Stolen Property
2327,80-13-095802,Wpns Law Violation
2328,80-15-077990,Wpns Law Violation
2329,80-14-006592,Wpns Law Violation
2330,80-14-012654,Narcotics
2331,80-16-038688,Aggravated Assault
2332,80-14-032350,Aggravated Assault
2333,80-14-014170,Robbery
2334,80-14-038578,Narcotics
2335,80-14-038578,Narcotics
2336,80-13-093906,Narcotics
2337,80-13-093906,Narcotics
2338,80-14-018156,Wpns Law Violation
2339,80-15-066832,Wpns Law Violation
2340,80-14-028118,Aggravated Assault
2341,80-14-028118,Aggravated Assault
2342,80-14-073824,Aggravated Assault
2343,80-15-103038,Bribery
2344,80-14-025026,Narcotics
2345,80-14-037413,Liquor Law Viol
2346,80-16-079771,Family Offenses
2347,80-16-036767,Aggravated Assault
2348,80-16-041993,Aggravated Assault
2349,80-15-061213,Wpns Law Violation
2350,80-15-061213,Wpns Law Violation
2351,80-15-007501,Burglary
2352,80-14-072036,Aggravated Assault
2353,80-14-013703,Wpns Law Violation
2354,80-13-004369,Burglary
2355,80-15-032262,Narcotics
2356,80-16-109114,Wpns Law Violation
2357,80-16-024575,Narcotics
2358,80-14-036253,Narcotics
2359,80-15-105652,Robbery
2360,80-15-105652,Robbery
2361,80-15-105652,Robbery
2362,80-15-105652,Robbery
2363,80-16-094189,Wpns Law Violation
2364,80-16-094189,Wpns Law Violation
2365,80-16-058258,Wpns Law Violation
2366,80-16-024946,Narcotics
2367,80-16-024946,Narcotics
2368,80-16-024946,Narcotics
2369,80-15-038557,Wpns Law Violation
2370,80-15-002704,Wpns Law Violation
2371,80-15-002704,Wpns Law Violation
2372,80-14-053156,Narcotics
2373,80-13-060361,Aggravated Assault
2374,80-14-050505,Narcotics
2375,80-14-050505,Narcotics
2376,80-15-057866,Burglary
2377,80-14-066277,Aggravated Assault
2378,80-16-042295,Aggravated Assault
2379,80-14-030014,Aggravated Assault
2380,80-14-037914,Narcotics
2381,80-14-037914,Narcotics
2382,80-16-035662,Counterfeiting
2383,80-15-067463,Wpns Law Violation
2384,80-16-081662,Narcotics
2385,80-16-007677,Stolen Property
2386,80-14-032487,Wpns Law Violation
2387,80-16-097655,Wpns Law Violation
2388,80-16-081995,Wpns Law Violation
2389,80-14-002031,Aggravated Assault
2390,80-16-052974,Wpns Law Violation
2391,80-14-059134,Wpns Law Violation
2392,80-16-057006,Stolen Property
2393,80-16-057006,Stolen Property
2394,80-15-082723,Narcotics
2395,80-15-031174,Robbery
2396,80-15-031174,Robbery
2397,80-13-091219,Narcotics
2398,80-13-091219,Narcotics
2399,80-15-056707,Aggravated Assault
2400,80-16-013615,Robbery
2401,80-15-008861,Narcotics
2402,80-14-005059,Aggravated Assault
2403,80-14-005059,Aggravated Assault
2404,80-14-000009,Wpns Law Violation
2405,80-13-057579,Intimidation
2406,80-11-000006,Intimidation
2407,80-10-045123,Wpns Law Violation
2408,80-13-083333,Burglary
2409,80-10-029304,Wpns Law Violation
2410,80-10-029304,Wpns Law Violation
2411,80-16-030442,Aggravated Assault
2412,80-16-030442,Aggravated Assault
2413,80-14-014888,Wpns Law Violation
2414,80-11-082445,Wpns Law Violation
2415,80-15-009956,Wpns Law Violation
2416,80-13-087287,Narcotics
2417,80-13-087287,Narcotics
2418,80-13-087287,Narcotics
2419,80-10-033188,Stolen Property
2420,80-16-014468,Wpns Law Violation
2421,80-15-010483,Narcotics
2422,80-15-011597,Aggravated Assault
2423,80-16-045436,Wpns Law Violation
2424,80-15-020375,Robbery
2425,80-15-062790,Wpns Law Violation
2426,80-14-075788,Aggravated Assault
2427,80-11-015826,Aggravated Assault
2428,80-14-045134,Narcotics
2429,80-16-027967,Wpns Law Violation
2430,80-15-080077,Narcotics
2431,80-15-081237,Aggravated Assault
2432,80-16-089881,Narcotics
2433,80-10-011493,Narcotics
2434,80-10-011493,Narcotics
2435,80-12-038947,Wpns Law Violation
2436,80-13-087391,Narcotics
2437,80-15-033798,Theft Other
2438,80-15-033798,Theft Other
2439,80-10-001973,Wpns Law Violation
2440,80-15-017501,Wpns Law Violation
2441,80-13-045271,Narcotics
2442,80-13-045271,Narcotics
2443,80-13-045271,Narcotics
2444,80-13-045271,Narcotics
2445,80-13-045271,Narcotics
2446,80-13-045271,Narcotics
2447,80-16-022889,Robbery
2448,80-13-045271,Narcotics
2449,80-13-045271,Narcotics
2450,80-13-045271,Narcotics
2451,80-13-045271,Narcotics
2452,80-13-045271,Narcotics
2453,80-13-045271,Narcotics
2454,80-13-050027,Aggravated Assault
2455,80-15-009057,Narcotics
2456,80-15-012275,Accidental Shooting
2457,80-16-030695,Wpns Law Violation
2458,80-15-042289,Wpns Law Violation
2459,80-16-104147,Narcotics
2460,80-16-104147,Narcotics
2461,80-16-104147,Narcotics
2462,80-16-104147,Narcotics
2463,80-14-045134,Narcotics
2464,80-13-051459,Theft Other
2465,80-16-022889,Robbery
2466,80-11-050567,Wpns Law Violation
2467,80-14-056279,Simple Assault
2468,80-10-001211,Wpns Law Violation
2469,80-13-053491,Stolen Property
2470,80-12-055691,Wpns Law Violation
2471,80-11-005616,Wpns Law Violation
2472,80-11-079268,Theft Other
2473,80-12-076359,Narcotics
2474,80-15-040103,Wpns Law Violation
2475,80-17-012608,Aggravated Assault
2476,80-12-083968,Wpns Law Violation
2477,80-12-065202,Wpns Law Violation
2478,80-10-076022,Intimidation
2479,80-14-018168,Wpns Law Violation
2480,80-10-078963,Wpns Law Violation
2481,80-16-036205,Narcotics
2482,80-16-036205,Narcotics
2483,80-11-094474,Wpns Law Violation
2484,80-12-087180,Wpns Law Violation
2485,80-12-087180,Wpns Law Violation
2486,80-14-001935,Wpns Law Violation
2487,80-17-012858,Wpns Law Violation
2488,80-14-045134,Narcotics
2489,80-15-000675,Wpns Law Violation
2490,80-11-032231,Narcotics
2491,80-11-032231,Narcotics
2492,80-17-012543,Wpns Law Violation
2493,80-11-023785,Wpns Law Violation
2494,80-12-005318,Wpns Law Violation
2495,80-12-005318,Wpns Law Violation
2496,80-13-087391,Narcotics
2497,80-13-083392,Wpns Law Violation
2498,80-14-077468,Narcotics
2499,80-14-077468,Narcotics
2500,80-14-077468,Narcotics
2501,80-14-077468,Narcotics
2502,80-14-077468,Narcotics
2503,80-11-079353,Aggravated Assault
2504,80-11-092455,Robbery
2505,80-10-011493,Narcotics
2506,80-13-039479,Wpns Law Violation
2507,80-13-039479,Wpns Law Violation
2508,80-16-022392,Stolen Property
2509,80-11-015390,Burglary
2510,80-11-015390,Burglary
2511,80-16-029978,Wpns Law Violation
2512,80-12-096700,Wpns Law Violation
2513,80-15-005734,Wpns Law Violation
2514,80-10-096029,Aggravated Assault
2515,80-12-093067,Narcotics
2516,80-12-067747,Wpns Law Violation
2517,80-13-013271,Wpns Law Violation
2518,80-13-013271,Wpns Law Violation
2519,80-16-092700,Wpns Law Violation
2520,80-16-022889,Robbery
2521,80-14-015803,Wpns Law Violation
2522,80-11-050567,Wpns Law Violation
2523,80-16-028476,Stolen Property
2524,80-15-050632,Narcotics
2525,80-14-028118,Aggravated Assault
2526,80-14-045134,Narcotics
2527,80-14-045819,Burglary
2528,80-14-045134,Narcotics
2529,80-15-006128,Wpns Law Violation
2530,80-14-045134,Narcotics
2531,80-14-045134,Narcotics
2532,80-14-045134,Narcotics
2533,80-14-045134,Narcotics
2534,80-14-045134,Narcotics
2535,80-14-045134,Narcotics
2536,80-14-045134,Narcotics
2537,80-15-048960,Burglary
2538,80-13-011934,Wpns Law Violation
2539,80-16-033203,Narcotics
2540,80-16-033203,Narcotics
2541,80-14-046062,Wpns Law Violation
2542,80-16-087381,Aggravated Assault
2543,80-16-038122,Aggravated Assault
2544,80-16-038122,Aggravated Assault
2545,80-16-038122,Aggravated Assault
2546,80-15-090149,Kidnapping Only
2547,80-16-100403,Intimidation
2548,80-15-102430,Narcotics
2549,80-16-028476,Stolen Property
2550,80-15-080077,Narcotics
2551,80-11-050567,Wpns Law Violation
2552,80-14-028118,Aggravated Assault
2553,80-15-105694,Aggravated Assault
2554,80-16-008951,Wpns Law Violation
2555,80-16-078047,Theft Fr Veh
2556,80-16-061571,Wpns Law Violation
2557,80-16-104580,Wpns Law Violation
2558,80-16-014468,Wpns Law Violation
2559,80-16-016846,Intimidation
2560,80-14-055256,Wpns Law Violation
2561,80-11-037335,Narcotics
2562,80-14-083365,Wpns Law Violation
2563,80-10-064355,Wpns Law Violation
2564,80-13-000752,Wpns Law Violation
2565,80-13-050111,Wpns Law Violation
2566,80-13-050111,Wpns Law Violation
2567,80-16-052830,Wpns Law Violation
2568,80-16-052830,Wpns Law Violation
2569,80-16-061055,Narcotics
2570,80-16-061055,Narcotics
2571,80-16-061055,Narcotics
2572,80-16-054946,Auto Theft
2573,80-17-005495,Wpns Law Violation
2574,80-16-076418,Wpns Law Violation
2575,80-16-076418,Wpns Law Violation
2576,80-16-076418,Wpns Law Violation
2577,80-16-092314,Wpns Law Violation
2578,80-16-092314,Wpns Law Violation
2579,80-14-009715,Wpns Law Violation
2580,80-11-105768,Robbery
2581,80-16-042073,Aggravated Assault
2582,80-15-047986,Wpns Law Violation
2583,80-11-105768,Robbery
2584,80-16-029730,Narcotics
2585,80-16-042073,Aggravated Assault
2586,80-15-056216,Wpns Law Violation
2587,80-16-063523,Fraud
