dr_id,INCIDENT_NUMBER,LMPD_DIVISION
764,80-16-008131,2ND DIVISION
765,80-16-022660,METRO LOUISVILLE
766,80-16-022661,METRO LOUISVILLE
767,80-16-022662,METRO LOUISVILLE
768,80-16-022500,1ST DIVISION
769,80-16-022500,1ST DIVISION
770,80-16-022681,7TH DIVISION
771,80-16-012209,1ST DIVISION
772,80-16-012592,8TH DIVISION
773,80-16-012591,4TH DIVISION
774,80-16-012605,3RD DIVISION
775,80-16-012644,4TH DIVISION
776,80-16-022268,4TH DIVISION
777,80-16-022589,6TH DIVISION
778,80-16-021549,2ND DIVISION
779,80-16-021518,1ST DIVISION
780,80-16-021518,1ST DIVISION
781,80-16-021832,1ST DIVISION
782,80-16-021440,1ST DIVISION
783,80-16-020615,3RD DIVISION
784,80-16-020615,3RD DIVISION
785,80-16-021261,3RD DIVISION
786,80-16-022592,3RD DIVISION
787,80-16-019916,3RD DIVISION
788,80-16-022584,4TH DIVISION
789,80-16-022593,7TH DIVISION
790,80-16-022555,2ND DIVISION
791,80-16-015038,6TH DIVISION
792,80-16-022707,3RD DIVISION
793,80-16-022716,1ST DIVISION
794,80-16-022718,6TH DIVISION
795,80-16-020719,6TH DIVISION
796,80-16-022729,2ND DIVISION
797,80-16-019480,3RD DIVISION
798,80-16-022449,8TH DIVISION
799,80-16-022769,3RD DIVISION
800,80-16-008358,2ND DIVISION
801,80-16-008342,2ND DIVISION
802,80-16-008718,6TH DIVISION
803,80-16-007931,6TH DIVISION
804,80-16-007931,6TH DIVISION
805,80-16-008207,1ST DIVISION
806,80-16-022182,3RD DIVISION
807,80-16-008027,2ND DIVISION
808,80-16-008027,2ND DIVISION
809,80-16-021919,2ND DIVISION
810,80-16-008719,6TH DIVISION
811,80-16-022210,7TH DIVISION
812,80-16-008134,2ND DIVISION
813,80-16-022221,7TH DIVISION
814,80-16-022313,6TH DIVISION
815,80-16-009429,8TH DIVISION
816,80-16-007424,4TH DIVISION
817,80-16-008092,7TH DIVISION
818,80-16-008178,1ST DIVISION
819,80-16-015604,1ST DIVISION
820,80-16-015905,2ND DIVISION
821,80-16-001997,4TH DIVISION
822,80-16-003475,3RD DIVISION
823,80-16-003475,3RD DIVISION
824,80-16-003657,6TH DIVISION
825,80-16-004200,1ST DIVISION
826,80-16-003182,3RD DIVISION
827,80-16-004214,3RD DIVISION
828,80-16-002355,1ST DIVISION
829,80-16-004222,5TH DIVISION
830,80-16-003999,7TH DIVISION
831,80-16-003597,3RD DIVISION
832,80-16-004229,3RD DIVISION
833,80-16-004240,3RD DIVISION
834,80-16-004241,1ST DIVISION
835,80-16-004247,2ND DIVISION
836,80-16-004260,7TH DIVISION
837,80-16-004247,2ND DIVISION
838,80-16-004254,4TH DIVISION
839,80-16-004283,3RD DIVISION
840,80-16-004284,4TH DIVISION
841,80-16-004294,7TH DIVISION
842,80-16-004306,2ND DIVISION
843,80-16-004312,3RD DIVISION
844,80-16-004329,3RD DIVISION
845,80-16-004337,3RD DIVISION
846,80-16-004338,7TH DIVISION
847,80-16-004296,3RD DIVISION
848,80-16-004336,7TH DIVISION
849,80-16-019836,4TH DIVISION
850,80-16-011615,4TH DIVISION
851,80-16-021800,1ST DIVISION
852,80-16-021934,4TH DIVISION
853,80-16-010580,2ND DIVISION
854,80-16-022622,1ST DIVISION
855,80-16-017682,5TH DIVISION
856,80-16-022628,4TH DIVISION
857,80-16-020387,5TH DIVISION
858,80-16-022140,1ST DIVISION
859,80-16-021995,2ND DIVISION
860,80-16-022248,3RD DIVISION
861,80-16-022558,5TH DIVISION
862,80-16-022246,1ST DIVISION
863,80-16-022618,1ST DIVISION
864,80-16-022607,4TH DIVISION
865,80-16-009744,1ST DIVISION
866,80-16-015688,7TH DIVISION
867,80-16-008511,3RD DIVISION
868,80-16-021820,4TH DIVISION
869,80-16-007879,2ND DIVISION
870,80-16-022638,7TH DIVISION
871,80-16-022406,5TH DIVISION
872,80-16-009756,3RD DIVISION
873,80-16-008494,7TH DIVISION
874,80-16-022624,4TH DIVISION
875,80-16-022652,7TH DIVISION
876,80-16-009837,2ND DIVISION
877,80-16-008548,3RD DIVISION
878,80-16-022608,4TH DIVISION
879,80-16-022652,7TH DIVISION
880,80-16-010003,3RD DIVISION
881,80-16-008314,3RD DIVISION
882,80-16-022634,6TH DIVISION
883,80-16-021492,2ND DIVISION
884,80-15-109999,6TH DIVISION
885,80-16-008593,4TH DIVISION
886,80-16-008571,6TH DIVISION
887,80-16-008341,3RD DIVISION
888,80-16-008603,1ST DIVISION
889,80-16-012208,4TH DIVISION
890,80-16-012134,5TH DIVISION
891,80-16-011268,8TH DIVISION
892,80-16-012632,2ND DIVISION
893,80-16-012635,1ST DIVISION
894,80-16-012652,7TH DIVISION
895,80-16-010492,3RD DIVISION
896,80-16-012661,7TH DIVISION
897,80-16-012618,2ND DIVISION
898,80-16-012669,8TH DIVISION
899,80-16-012688,5TH DIVISION
900,80-16-012689,7TH DIVISION
901,80-16-012310,3RD DIVISION
902,80-16-012659,3RD DIVISION
903,80-16-012736,7TH DIVISION
904,80-16-012647,3RD DIVISION
905,80-16-012760,7TH DIVISION
906,80-16-012761,4TH DIVISION
907,80-16-012738,6TH DIVISION
908,80-16-012738,6TH DIVISION
909,80-16-012738,6TH DIVISION
910,80-16-012530,3RD DIVISION
911,80-16-012735,3RD DIVISION
912,80-16-012775,7TH DIVISION
913,80-16-012039,4TH DIVISION
914,80-16-012403,7TH DIVISION
915,80-16-012617,3RD DIVISION
916,80-16-012709,2ND DIVISION
917,80-16-012112,7TH DIVISION
918,80-16-012166,2ND DIVISION
919,80-16-012562,3RD DIVISION
920,80-16-012562,3RD DIVISION
921,80-16-012729,6TH DIVISION
922,80-16-022470,4TH DIVISION
923,80-16-022575,4TH DIVISION
924,80-16-022559,3RD DIVISION
925,80-16-022566,3RD DIVISION
926,80-16-022569,5TH DIVISION
927,80-16-020607,3RD DIVISION
928,80-16-020928,3RD DIVISION
929,80-16-022517,1ST DIVISION
930,80-16-002639,1ST DIVISION
931,80-16-022502,3RD DIVISION
932,80-16-012844,8TH DIVISION
933,80-16-003103,5TH DIVISION
934,80-16-022370,1ST DIVISION
935,80-16-004394,2ND DIVISION
936,80-16-004402,8TH DIVISION
937,80-16-002809,1ST DIVISION
938,80-16-002399,4TH DIVISION
939,80-16-004074,3RD DIVISION
940,80-16-002439,1ST DIVISION
941,80-16-003179,1ST DIVISION
942,80-16-004087,6TH DIVISION
943,80-16-004086,7TH DIVISION
944,80-16-004095,4TH DIVISION
945,80-16-004094,7TH DIVISION
946,80-16-003736,1ST DIVISION
947,80-16-004106,4TH DIVISION
948,80-16-004109,4TH DIVISION
949,80-16-004138,4TH DIVISION
950,80-16-004179,2ND DIVISION
951,80-16-004198,1ST DIVISION
952,80-16-004213,3RD DIVISION
953,80-16-004346,4TH DIVISION
954,80-16-004349,3RD DIVISION
955,80-16-004893,5TH DIVISION
956,80-16-004958,7TH DIVISION
957,80-16-005018,2ND DIVISION
958,80-16-005385,6TH DIVISION
959,80-16-005597,7TH DIVISION
960,80-16-005809,5TH DIVISION
961,80-16-006043,4TH DIVISION
962,80-16-006334,7TH DIVISION
963,80-16-008616,4TH DIVISION
964,80-16-008151,7TH DIVISION
965,80-16-008327,6TH DIVISION
966,80-16-009238,2ND DIVISION
967,80-16-015914,8TH DIVISION
968,80-16-003103,5TH DIVISION
969,80-16-003102,5TH DIVISION
970,80-16-015326,4TH DIVISION
971,80-16-019887,7TH DIVISION
972,80-16-002778,2ND DIVISION
973,80-16-003626,3RD DIVISION
974,80-16-004039,7TH DIVISION
975,80-16-004039,7TH DIVISION
976,80-16-003477,1ST DIVISION
977,80-16-004065,6TH DIVISION
978,80-16-002975,1ST DIVISION
979,80-16-004130,4TH DIVISION
980,80-16-004133,4TH DIVISION
981,80-16-000983,7TH DIVISION
982,80-16-004140,1ST DIVISION
983,80-16-004131,4TH DIVISION
984,80-16-002756,4TH DIVISION
985,80-16-004148,5TH DIVISION
986,80-16-004161,2ND DIVISION
987,80-16-003231,7TH DIVISION
988,80-16-001997,4TH DIVISION
989,80-16-003691,4TH DIVISION
990,80-16-012342,4TH DIVISION
991,80-16-012871,4TH DIVISION
992,80-16-012594,METRO LOUISVILLE
993,80-16-003972,3RD DIVISION
994,80-16-012882,2ND DIVISION
995,80-16-012873,8TH DIVISION
996,80-16-012289,1ST DIVISION
997,80-16-012893,METRO LOUISVILLE
998,80-16-012891,8TH DIVISION
999,80-16-012895,3RD DIVISION
1000,80-16-012900,3RD DIVISION
1001,80-16-012904,1ST DIVISION
1002,80-16-012903,3RD DIVISION
1003,80-16-012935,6TH DIVISION
1004,80-16-012932,6TH DIVISION
1005,80-16-012948,3RD DIVISION
1006,80-16-012981,6TH DIVISION
1007,80-16-012990,2ND DIVISION
1008,80-16-013008,2ND DIVISION
1009,80-16-012991,3RD DIVISION
1010,80-16-022593,7TH DIVISION
1011,80-16-022593,7TH DIVISION
1012,80-16-016044,4TH DIVISION
1013,80-16-019887,7TH DIVISION
1014,80-16-015992,6TH DIVISION
1015,80-16-015992,6TH DIVISION
1016,80-16-022695,7TH DIVISION
1017,80-16-014153,2ND DIVISION
1018,80-16-010940,3RD DIVISION
1019,80-16-016056,8TH DIVISION
1020,80-16-012789,7TH DIVISION
1021,80-16-015814,3RD DIVISION
1022,80-16-014799,1ST DIVISION
1023,80-16-014784,1ST DIVISION
1024,80-16-012666,3RD DIVISION
1025,80-16-015133,4TH DIVISION
1026,80-16-014142,8TH DIVISION
1027,80-16-014100,METRO LOUISVILLE
1028,80-16-016053,7TH DIVISION
1029,80-16-014080,8TH DIVISION
1030,80-16-016076,4TH DIVISION
1031,80-16-016090,5TH DIVISION
1032,80-16-015834,1ST DIVISION
1033,80-16-015268,2ND DIVISION
1034,80-16-015221,4TH DIVISION
1035,80-16-015857,3RD DIVISION
1036,80-16-015971,4TH DIVISION
1037,80-16-015913,4TH DIVISION
1038,80-16-007141,8TH DIVISION
1039,80-16-015786,2ND DIVISION
1040,80-16-011881,6TH DIVISION
1041,80-16-012715,1ST DIVISION
1042,80-16-012679,1ST DIVISION
1043,80-16-012701,4TH DIVISION
1044,80-16-012819,2ND DIVISION
1045,80-16-012832,4TH DIVISION
1046,80-16-012842,3RD DIVISION
1047,80-16-012757,2ND DIVISION
1048,80-16-012270,2ND DIVISION
1049,80-16-012367,2ND DIVISION
1050,80-16-012756,2ND DIVISION
1051,80-16-012833,6TH DIVISION
1052,80-16-012860,2ND DIVISION
1053,80-16-012803,2ND DIVISION
1054,80-16-010668,2ND DIVISION
1055,80-16-012879,3RD DIVISION
1056,80-16-011989,3RD DIVISION
1057,80-16-022703,8TH DIVISION
1058,80-16-022555,2ND DIVISION
1059,80-16-022386,3RD DIVISION
1060,80-16-021382,1ST DIVISION
1061,80-16-022145,5TH DIVISION
1062,80-16-022756,8TH DIVISION
1063,80-16-022766,8TH DIVISION
1064,80-16-021692,5TH DIVISION
1065,80-16-012703,1ST DIVISION
1066,80-16-022127,1ST DIVISION
1067,80-16-012795,8TH DIVISION
1068,80-16-021858,3RD DIVISION
1069,80-16-012797,3RD DIVISION
1070,80-16-022436,6TH DIVISION
1071,80-16-012140,1ST DIVISION
1072,80-16-012290,1ST DIVISION
1073,80-16-012539,1ST DIVISION
1074,80-16-012714,1ST DIVISION
1075,80-16-003346,4TH DIVISION
1076,80-16-004366,2ND DIVISION
1077,80-16-004368,1ST DIVISION
1078,80-16-004389,3RD DIVISION
1079,80-16-004410,6TH DIVISION
1080,80-16-004083,1ST DIVISION
1081,80-16-004405,3RD DIVISION
1082,80-16-004405,3RD DIVISION
1083,80-16-002121,4TH DIVISION
1084,80-16-004168,3RD DIVISION
1085,80-16-004268,2ND DIVISION
1086,80-16-004378,7TH DIVISION
1087,80-16-004378,7TH DIVISION
1088,80-16-004378,7TH DIVISION
1089,80-16-004211,2ND DIVISION
1090,80-16-004211,2ND DIVISION
1091,80-16-004282,3RD DIVISION
1092,80-16-004282,3RD DIVISION
1093,80-16-004282,3RD DIVISION
1094,80-16-004370,3RD DIVISION
1095,80-16-003162,1ST DIVISION
1096,80-16-003162,1ST DIVISION
1097,80-16-003162,1ST DIVISION
1098,80-16-003723,2ND DIVISION
1099,80-16-004231,3RD DIVISION
1100,80-16-003672,3RD DIVISION
1101,80-16-001424,1ST DIVISION
1102,80-16-008526,METRO LOUISVILLE
1103,80-16-015705,2ND DIVISION
1104,80-16-022603,6TH DIVISION
1105,80-16-020999,1ST DIVISION
1106,80-16-001040,4TH DIVISION
1107,80-16-001045,3RD DIVISION
1108,80-16-000987,2ND DIVISION
1109,80-16-000995,2ND DIVISION
1110,80-16-000985,2ND DIVISION
1111,80-16-001055,7TH DIVISION
1112,80-16-001076,6TH DIVISION
1113,80-16-000850,4TH DIVISION
1114,80-16-001087,1ST DIVISION
1115,80-16-001085,2ND DIVISION
1116,80-16-000883,2ND DIVISION
1117,80-16-001077,4TH DIVISION
1118,80-16-000993,7TH DIVISION
1119,80-16-001104,6TH DIVISION
1120,80-16-000977,6TH DIVISION
1121,80-16-001114,4TH DIVISION
1122,80-16-001115,1ST DIVISION
1123,80-16-001127,7TH DIVISION
1124,80-16-001169,8TH DIVISION
1125,80-16-001171,8TH DIVISION
1126,80-16-001163,1ST DIVISION
1127,80-16-001164,3RD DIVISION
1128,80-16-001149,8TH DIVISION
1129,80-16-001184,3RD DIVISION
1130,80-16-001068,1ST DIVISION
1131,80-16-001213,5TH DIVISION
1132,80-16-001224,6TH DIVISION
1133,80-16-001226,7TH DIVISION
1134,80-16-001214,7TH DIVISION
1135,80-16-008587,3RD DIVISION
1136,80-16-008628,8TH DIVISION
1137,80-16-008065,3RD DIVISION
1138,80-16-008350,5TH DIVISION
1139,80-16-008649,3RD DIVISION
1140,80-16-008658,6TH DIVISION
1141,80-16-008668,5TH DIVISION
1142,80-16-008376,1ST DIVISION
1143,80-16-008670,6TH DIVISION
1144,80-16-008688,2ND DIVISION
1145,80-16-007815,6TH DIVISION
1146,80-16-008699,8TH DIVISION
1147,80-16-007011,1ST DIVISION
1148,80-16-008017,2ND DIVISION
1149,80-16-008048,4TH DIVISION
1150,80-16-010823,7TH DIVISION
1151,80-16-011280,2ND DIVISION
1152,80-16-012023,2ND DIVISION
1153,80-16-012577,METRO LOUISVILLE
1154,80-16-008445,8TH DIVISION
1155,80-16-008459,2ND DIVISION
1156,80-16-007386,5TH DIVISION
1157,80-16-008078,2ND DIVISION
1158,80-16-008329,2ND DIVISION
1159,80-16-008374,4TH DIVISION
1160,80-16-008386,4TH DIVISION
1161,80-16-008410,5TH DIVISION
1162,80-16-007700,2ND DIVISION
1163,80-16-008420,6TH DIVISION
1164,80-16-008365,2ND DIVISION
1165,80-16-006206,6TH DIVISION
1166,80-16-008430,6TH DIVISION
1167,80-16-008428,3RD DIVISION
1168,80-16-006589,1ST DIVISION
1169,80-16-007586,2ND DIVISION
1170,80-16-007494,8TH DIVISION
1171,80-16-007677,7TH DIVISION
1172,80-16-007677,7TH DIVISION
1173,80-16-007677,7TH DIVISION
1174,80-16-007677,7TH DIVISION
1175,80-16-007928,1ST DIVISION
1176,80-16-008447,7TH DIVISION
1177,80-16-008002,2ND DIVISION
1178,80-16-007967,7TH DIVISION
1179,80-16-006529,3RD DIVISION
1180,80-16-007138,6TH DIVISION
1181,80-16-008438,8TH DIVISION
1182,80-16-008469,1ST DIVISION
1183,80-16-008476,4TH DIVISION
1184,80-16-008479,7TH DIVISION
1185,80-16-008197,4TH DIVISION
1186,80-16-008009,1ST DIVISION
1187,80-16-008009,1ST DIVISION
1188,80-16-007903,8TH DIVISION
1189,80-16-007887,4TH DIVISION
1190,80-16-007812,1ST DIVISION
1191,80-16-007812,1ST DIVISION
1192,80-16-008493,6TH DIVISION
1193,80-16-008064,METRO LOUISVILLE
1194,80-16-008064,METRO LOUISVILLE
1195,80-16-007065,7TH DIVISION
1196,80-16-007065,7TH DIVISION
1197,80-16-007793,1ST DIVISION
1198,80-16-008504,4TH DIVISION
1199,80-16-007836,4TH DIVISION
1200,80-16-008432,3RD DIVISION
1201,80-16-004252,7TH DIVISION
1202,80-16-022990,3RD DIVISION
1203,80-16-004467,1ST DIVISION
1204,80-16-006800,3RD DIVISION
1205,80-16-021135,8TH DIVISION
1206,80-16-004655,3RD DIVISION
1207,80-16-021854,6TH DIVISION
1208,80-16-001503,3RD DIVISION
1209,80-16-022671,3RD DIVISION
1210,80-16-004656,3RD DIVISION
1211,80-16-022998,4TH DIVISION
1212,80-16-001503,3RD DIVISION
1213,80-16-022719,1ST DIVISION
1214,80-16-004698,7TH DIVISION
1215,80-16-022973,2ND DIVISION
1216,80-16-008456,3RD DIVISION
1217,80-16-022498,4TH DIVISION
1218,80-16-004827,1ST DIVISION
1219,80-16-001016,3RD DIVISION
1220,80-16-023008,1ST DIVISION
1221,80-16-022997,2ND DIVISION
1222,80-16-022963,3RD DIVISION
1223,80-16-023034,1ST DIVISION
1224,80-16-023032,4TH DIVISION
1225,80-16-019380,1ST DIVISION
1226,80-16-015742,3RD DIVISION
1227,80-16-023042,5TH DIVISION
1228,80-16-023035,3RD DIVISION
1229,80-16-023040,2ND DIVISION
1230,80-16-023054,4TH DIVISION
1231,80-16-023123,3RD DIVISION
1232,80-16-023130,2ND DIVISION
1233,80-16-023143,1ST DIVISION
1234,80-16-023061,5TH DIVISION
1235,80-16-023150,7TH DIVISION
1236,80-16-020923,1ST DIVISION
1237,80-16-009446,8TH DIVISION
1238,80-16-009446,8TH DIVISION
1239,80-16-012728,2ND DIVISION
1240,80-16-012814,6TH DIVISION
1241,80-16-012752,2ND DIVISION
1242,80-16-012363,5TH DIVISION
1243,80-16-012823,2ND DIVISION
1244,80-16-012838,METRO LOUISVILLE
1245,80-16-012827,5TH DIVISION
1246,80-16-009446,8TH DIVISION
1247,80-16-012858,7TH DIVISION
1248,80-16-012022,2ND DIVISION
1249,80-16-012854,2ND DIVISION
1250,80-16-000926,4TH DIVISION
1251,80-16-000928,2ND DIVISION
1252,80-16-000925,2ND DIVISION
1253,80-16-000947,2ND DIVISION
1254,80-16-000959,2ND DIVISION
1255,80-16-000936,2ND DIVISION
1256,80-16-000969,7TH DIVISION
1257,80-16-000961,2ND DIVISION
1258,80-16-000973,4TH DIVISION
1259,80-16-000988,1ST DIVISION
1260,80-16-000988,1ST DIVISION
1261,80-16-000991,8TH DIVISION
1262,80-16-001018,7TH DIVISION
1263,80-16-001011,4TH DIVISION
1264,80-16-000999,3RD DIVISION
1265,80-16-000980,4TH DIVISION
1266,80-16-006902,3RD DIVISION
1267,80-16-005284,1ST DIVISION
1268,80-16-001051,3RD DIVISION
1269,80-16-003015,4TH DIVISION
1270,80-16-020545,4TH DIVISION
1271,80-16-001035,2ND DIVISION
1272,80-16-005324,1ST DIVISION
1273,80-16-006654,6TH DIVISION
1274,80-16-020961,1ST DIVISION
1275,80-16-023182,1ST DIVISION
1276,80-16-023087,3RD DIVISION
1277,80-16-022881,3RD DIVISION
1278,80-16-023159,3RD DIVISION
1279,80-16-023199,2ND DIVISION
1280,80-16-023202,7TH DIVISION
1281,80-16-023202,7TH DIVISION
1282,80-16-023212,7TH DIVISION
1283,80-16-023219,6TH DIVISION
1284,80-16-023194,8TH DIVISION
1285,80-16-023218,3RD DIVISION
1286,80-16-012908,1ST DIVISION
1287,80-16-011913,4TH DIVISION
1288,80-16-012947,4TH DIVISION
1289,80-16-012965,4TH DIVISION
1290,80-16-012951,4TH DIVISION
1291,80-16-012971,2ND DIVISION
1292,80-16-012980,3RD DIVISION
1293,80-16-013001,1ST DIVISION
1294,80-16-013000,2ND DIVISION
1295,80-16-012733,1ST DIVISION
1296,80-16-013009,7TH DIVISION
1297,80-16-013052,3RD DIVISION
1298,80-16-013050,2ND DIVISION
1299,80-16-013061,3RD DIVISION
1300,80-16-013070,4TH DIVISION
1301,80-16-011462,1ST DIVISION
1302,80-16-012282,2ND DIVISION
1303,80-16-013080,1ST DIVISION
1304,80-16-013081,8TH DIVISION
1305,80-16-012256,2ND DIVISION
1306,80-16-013083,4TH DIVISION
1307,80-16-013093,6TH DIVISION
1308,80-16-013100,3RD DIVISION
1309,80-16-013101,4TH DIVISION
1310,80-16-013099,8TH DIVISION
1311,80-16-013090,1ST DIVISION
1312,80-16-013113,2ND DIVISION
1313,80-16-013124,7TH DIVISION
1314,80-16-013134,4TH DIVISION
1315,80-16-013162,6TH DIVISION
1316,80-16-013160,7TH DIVISION
1317,80-16-013173,7TH DIVISION
1318,80-16-013165,3RD DIVISION
1319,80-16-000997,2ND DIVISION
1320,80-16-001001,6TH DIVISION
1321,80-16-005412,4TH DIVISION
1322,80-16-001010,4TH DIVISION
1323,80-16-008468,4TH DIVISION
1324,80-16-005552,7TH DIVISION
1325,80-16-001090,4TH DIVISION
1326,80-16-001097,1ST DIVISION
1327,80-16-001100,1ST DIVISION
1328,80-16-000825,3RD DIVISION
1329,80-16-001134,8TH DIVISION
1330,80-16-001145,4TH DIVISION
1331,80-16-001146,4TH DIVISION
1332,80-16-001155,5TH DIVISION
1333,80-16-001166,4TH DIVISION
1334,80-16-001179,7TH DIVISION
1335,80-16-001193,7TH DIVISION
1336,80-16-001208,3RD DIVISION
1337,80-16-001200,7TH DIVISION
1338,80-16-001228,3RD DIVISION
1339,80-16-001065,8TH DIVISION
1340,80-16-001231,6TH DIVISION
1341,80-16-001218,1ST DIVISION
1342,80-16-001222,4TH DIVISION
1343,80-16-001254,3RD DIVISION
1344,80-16-001251,8TH DIVISION
1345,80-16-001263,7TH DIVISION
1346,80-16-001274,4TH DIVISION
1347,80-16-001269,6TH DIVISION
1348,80-16-001301,2ND DIVISION
1349,80-16-001309,7TH DIVISION
1350,80-16-001310,3RD DIVISION
1351,80-16-001328,2ND DIVISION
1352,80-16-001338,2ND DIVISION
1353,80-16-001311,2ND DIVISION
1354,80-16-001337,7TH DIVISION
1355,80-16-001330,3RD DIVISION
1356,80-16-001360,3RD DIVISION
1357,80-16-001348,5TH DIVISION
1358,80-16-001386,4TH DIVISION
1359,80-16-001387,4TH DIVISION
1360,80-16-001384,3RD DIVISION
1361,80-16-012799,7TH DIVISION
1362,80-16-012856,4TH DIVISION
1363,80-16-012874,7TH DIVISION
1364,80-16-012878,7TH DIVISION
1365,80-16-012696,3RD DIVISION
1366,80-16-012887,6TH DIVISION
1367,80-16-012899,6TH DIVISION
1368,80-16-012809,7TH DIVISION
1369,80-16-013182,3RD DIVISION
1370,80-16-008477,4TH DIVISION
1371,80-16-013182,3RD DIVISION
1372,80-16-022753,4TH DIVISION
1373,80-16-005636,4TH DIVISION
1374,80-16-022753,4TH DIVISION
1375,80-16-013182,3RD DIVISION
1376,80-16-005646,8TH DIVISION
1377,80-16-022190,2ND DIVISION
1378,80-16-013182,3RD DIVISION
1379,80-16-005825,7TH DIVISION
1380,80-16-022823,6TH DIVISION
1381,80-16-013216,7TH DIVISION
1382,80-16-005834,6TH DIVISION
1383,80-16-022886,7TH DIVISION
1384,80-16-013216,7TH DIVISION
1385,80-16-013194,5TH DIVISION
1386,80-16-013217,5TH DIVISION
1387,80-16-013255,4TH DIVISION
1388,80-16-013266,7TH DIVISION
1389,80-16-023255,8TH DIVISION
1390,80-16-023257,6TH DIVISION
1391,80-16-023268,3RD DIVISION
1392,80-16-023271,7TH DIVISION
1393,80-16-023269,2ND DIVISION
1394,80-16-023299,5TH DIVISION
1395,80-16-023300,3RD DIVISION
1396,80-16-019933,7TH DIVISION
1397,80-16-023217,1ST DIVISION
1398,80-16-023324,4TH DIVISION
1399,80-16-023315,2ND DIVISION
1400,80-16-023336,3RD DIVISION
1401,80-16-022717,7TH DIVISION
1402,80-16-023379,6TH DIVISION
1403,80-16-023373,6TH DIVISION
1404,80-16-023384,4TH DIVISION
1405,80-16-023392,2ND DIVISION
1406,80-16-023404,6TH DIVISION
1407,80-16-023413,5TH DIVISION
1408,80-16-001399,1ST DIVISION
1409,80-16-001407,2ND DIVISION
1410,80-16-001416,6TH DIVISION
1411,80-16-001436,2ND DIVISION
1412,80-16-001261,8TH DIVISION
1413,80-16-001289,3RD DIVISION
1414,80-16-001471,3RD DIVISION
1415,80-16-001323,7TH DIVISION
1416,80-16-001342,8TH DIVISION
1417,80-16-001336,5TH DIVISION
1418,80-16-001173,3RD DIVISION
1419,80-16-001343,2ND DIVISION
1420,80-16-001344,2ND DIVISION
1421,80-15-106646,METRO LOUISVILLE
1422,80-15-106666,6TH DIVISION
1423,80-15-106680,7TH DIVISION
1424,80-15-106692,3RD DIVISION
1425,80-15-106699,1ST DIVISION
1426,80-15-106715,METRO LOUISVILLE
1427,80-15-106746,1ST DIVISION
1428,80-16-000840,4TH DIVISION
1429,80-16-006284,4TH DIVISION
1430,80-16-008609,2ND DIVISION
1431,80-16-007233,7TH DIVISION
1432,80-16-008209,5TH DIVISION
1433,80-16-022890,4TH DIVISION
1434,80-16-008256,3RD DIVISION
1435,80-16-022877,6TH DIVISION
1436,80-16-008783,2ND DIVISION
1437,80-16-009090,8TH DIVISION
1438,80-16-009452,4TH DIVISION
1439,80-16-010089,1ST DIVISION
1440,80-16-003348,1ST DIVISION
1441,80-16-004099,1ST DIVISION
1442,80-16-004119,3RD DIVISION
1443,80-16-003870,2ND DIVISION
1444,80-16-003005,2ND DIVISION
1445,80-16-004003,2ND DIVISION
1446,80-16-004004,7TH DIVISION
1447,80-16-004045,6TH DIVISION
1448,80-16-004051,2ND DIVISION
1449,80-16-004051,2ND DIVISION
1450,80-16-004062,3RD DIVISION
1451,80-16-004069,5TH DIVISION
1452,80-16-003262,1ST DIVISION
1453,80-16-004145,8TH DIVISION
1454,80-16-004084,7TH DIVISION
1455,80-16-003198,3RD DIVISION
1456,80-16-003198,3RD DIVISION
1457,80-16-003607,6TH DIVISION
1458,80-16-003242,6TH DIVISION
1459,80-16-003437,3RD DIVISION
1460,80-16-004165,4TH DIVISION
1461,80-16-003084,5TH DIVISION
1462,80-16-003084,5TH DIVISION
1463,80-16-004157,3RD DIVISION
1464,80-16-004173,1ST DIVISION
1465,80-16-001235,2ND DIVISION
1466,80-16-001225,4TH DIVISION
1467,80-16-022041,2ND DIVISION
1468,80-16-022452,1ST DIVISION
1469,80-16-021396,5TH DIVISION
1470,80-16-021396,5TH DIVISION
1471,80-16-021625,1ST DIVISION
1472,80-16-021357,4TH DIVISION
1473,80-16-021357,4TH DIVISION
1474,80-16-022614,4TH DIVISION
1475,80-16-022706,8TH DIVISION
1476,80-16-022929,1ST DIVISION
1477,80-16-022942,2ND DIVISION
1478,80-16-022651,5TH DIVISION
1479,80-16-022323,2ND DIVISION
1480,80-16-022303,2ND DIVISION
